date,benzina_pump,gasolio_pump,tax_wedge_benz,tax_wedge_gas,benzina_net,gasolio_net
2015-03-26,1.57833,1.45150,1.01299,0.88004,0.56534,0.57146
2015-03-27,1.57891,1.45071,1.01299,0.88004,0.56592,0.57067
2015-03-28,1.58083,1.45038,1.01299,0.88004,0.56784,0.57034
2015-03-29,1.58144,1.45022,1.01299,0.88004,0.56845,0.57018
2015-03-30,1.58200,1.45043,1.01296,0.87903,0.56904,0.57140
2015-03-31,1.58288,1.44988,1.01296,0.87903,0.56992,0.57085
2015-04-01,1.58292,1.44887,1.01296,0.87903,0.56996,0.56984
2015-04-02,1.58264,1.44810,1.01296,0.87903,0.56968,0.56907
2015-04-03,1.58257,1.44750,1.01296,0.87903,0.56961,0.56847
2015-04-04,1.58175,1.44657,1.01296,0.87903,0.56879,0.56754
2015-04-05,1.58095,1.44576,1.01296,0.87903,0.56799,0.56673
2015-04-06,1.58113,1.44589,1.01296,0.87903,0.56817,0.56686
2015-04-07,1.58100,1.44567,1.01296,0.87903,0.56804,0.56664
2015-04-08,1.58013,1.44470,1.01296,0.87903,0.56717,0.56567
2015-04-09,1.58032,1.44479,1.01296,0.87903,0.56736,0.56576
2015-04-10,1.58020,1.44457,1.01296,0.87903,0.56724,0.56554
2015-04-11,1.58012,1.44433,1.01296,0.87903,0.56716,0.56530
2015-04-12,1.57965,1.44387,1.01296,0.87903,0.56669,0.56484
2015-04-13,1.57988,1.44408,1.01236,0.87740,0.56752,0.56668
2015-04-14,1.58053,1.44467,1.01236,0.87740,0.56817,0.56727
2015-04-15,1.58272,1.44677,1.01236,0.87740,0.57036,0.56937
2015-04-16,1.58514,1.44903,1.01236,0.87740,0.57278,0.57163
2015-04-17,1.58915,1.45251,1.01236,0.87740,0.57679,0.57511
2015-04-18,1.59300,1.45601,1.01236,0.87740,0.58064,0.57861
2015-04-19,1.59421,1.45710,1.01236,0.87740,0.58185,0.57970
2015-04-20,1.59488,1.45770,1.01417,0.87927,0.58071,0.57843
2015-04-21,1.59766,1.46020,1.01417,0.87927,0.58349,0.58093
2015-04-22,1.59958,1.46180,1.01417,0.87927,0.58541,0.58253
2015-04-23,1.60100,1.46294,1.01417,0.87927,0.58683,0.58367
2015-04-24,1.60273,1.46432,1.01417,0.87927,0.58856,0.58505
2015-04-25,1.60555,1.46685,1.01417,0.87927,0.59138,0.58758
2015-04-26,1.60617,1.46735,1.01417,0.87927,0.59200,0.58808
2015-04-27,1.60695,1.46808,1.01724,0.88209,0.58971,0.58599
2015-04-28,1.61030,1.47091,1.01724,0.88209,0.59306,0.58882
2015-04-29,1.61229,1.47254,1.01724,0.88209,0.59505,0.59045
2015-04-30,1.61362,1.47359,1.01724,0.88209,0.59638,0.59150
2015-05-01,1.61442,1.47404,1.01724,0.88209,0.59718,0.59195
2015-05-02,1.61460,1.47418,1.01724,0.88209,0.59736,0.59209
2015-05-03,1.61481,1.47433,1.01724,0.88209,0.59757,0.59224
2015-05-04,1.61519,1.47466,1.01884,0.88352,0.59635,0.59114
2015-05-05,1.61581,1.47524,1.01884,0.88352,0.59697,0.59172
2015-05-06,1.61684,1.47612,1.01884,0.88352,0.59800,0.59260
2015-05-07,1.61871,1.47809,1.01884,0.88352,0.59987,0.59457
2015-05-08,1.62048,1.48001,1.01884,0.88352,0.60164,0.59649
2015-05-09,1.62106,1.48046,1.01884,0.88352,0.60222,0.59694
2015-05-10,1.62124,1.48063,1.01884,0.88352,0.60240,0.59711
2015-05-11,1.62166,1.48103,1.01994,0.88462,0.60172,0.59641
2015-05-12,1.62205,1.48151,1.01994,0.88462,0.60211,0.59689
2015-05-13,1.62200,1.48162,1.01994,0.88462,0.60206,0.59700
2015-05-14,1.62195,1.48176,1.01994,0.88462,0.60201,0.59714
2015-05-15,1.62210,1.48215,1.01994,0.88462,0.60216,0.59753
2015-05-16,1.62182,1.48217,1.01994,0.88462,0.60188,0.59755
2015-05-17,1.62148,1.48205,1.01994,0.88462,0.60154,0.59743
2015-05-18,1.62166,1.48227,1.01983,0.88482,0.60183,0.59745
2015-05-19,1.62174,1.48252,1.01983,0.88482,0.60191,0.59770
2015-05-20,1.62173,1.48245,1.01983,0.88482,0.60190,0.59763
2015-05-21,1.62168,1.48235,1.01983,0.88482,0.60185,0.59753
2015-05-22,1.62162,1.48215,1.01983,0.88482,0.60179,0.59733
2015-05-23,1.62200,1.48248,1.01983,0.88482,0.60217,0.59766
2015-05-24,1.62200,1.48251,1.01983,0.88482,0.60217,0.59769
2015-05-25,1.62230,1.48275,1.01949,0.88467,0.60281,0.59808
2015-05-26,1.62265,1.48300,1.01949,0.88467,0.60316,0.59833
2015-05-27,1.62352,1.48384,1.01949,0.88467,0.60403,0.59917
2015-05-28,1.62399,1.48431,1.01949,0.88467,0.60450,0.59964
2015-05-29,1.62395,1.48423,1.01949,0.88467,0.60446,0.59956
2015-05-30,1.62340,1.48359,1.01949,0.88467,0.60391,0.59892
2015-05-31,1.62311,1.48330,1.01949,0.88467,0.60362,0.59863
2015-06-01,1.62328,1.48341,1.01984,0.88512,0.60344,0.59829
2015-06-02,1.62338,1.48318,1.01984,0.88512,0.60354,0.59806
2015-06-03,1.62390,1.48340,1.01984,0.88512,0.60406,0.59828
2015-06-04,1.62549,1.48401,1.01984,0.88512,0.60565,0.59889
2015-06-05,1.62645,1.48416,1.01984,0.88512,0.60661,0.59904
2015-06-06,1.62630,1.48312,1.01984,0.88512,0.60646,0.59800
2015-06-07,1.62595,1.48219,1.01984,0.88512,0.60611,0.59707
2015-06-08,1.62606,1.48199,1.02035,0.88467,0.60571,0.59732
2015-06-09,1.62555,1.48028,1.02035,0.88467,0.60520,0.59561
2015-06-10,1.62529,1.47886,1.02035,0.88467,0.60494,0.59419
2015-06-11,1.62558,1.47788,1.02035,0.88467,0.60523,0.59321
2015-06-12,1.62721,1.47743,1.02035,0.88467,0.60686,0.59276
2015-06-13,1.62943,1.47669,1.02035,0.88467,0.60908,0.59202
2015-06-14,1.63036,1.47635,1.02035,0.88467,0.61001,0.59168
2015-06-15,1.63073,1.47639,1.02111,0.88323,0.60962,0.59316
2015-06-16,1.63234,1.47592,1.02111,0.88323,0.61123,0.59269
2015-06-17,1.63317,1.47533,1.02111,0.88323,0.61206,0.59210
2015-06-18,1.63415,1.47473,1.02111,0.88323,0.61304,0.59150
2015-06-19,1.63459,1.47415,1.02111,0.88323,0.61348,0.59092
2015-06-20,1.63488,1.47342,1.02111,0.88323,0.61377,0.59019
2015-06-21,1.63495,1.47291,1.02111,0.88323,0.61384,0.58968
2015-06-22,1.63523,1.47298,1.02261,0.88306,0.61262,0.58992
2015-06-23,1.63518,1.47187,1.02261,0.88306,0.61257,0.58881
2015-06-24,1.63469,1.47037,1.02261,0.88306,0.61208,0.58731
2015-06-25,1.63419,1.46919,1.02261,0.88306,0.61158,0.58613
2015-06-26,1.63361,1.46795,1.02261,0.88306,0.61100,0.58489
2015-06-27,1.63298,1.46685,1.02261,0.88306,0.61037,0.58379
2015-06-28,1.63254,1.46610,1.02261,0.88306,0.60993,0.58304
2015-06-29,1.63263,1.46607,1.02195,0.88133,0.61068,0.58474
2015-06-30,1.63210,1.46515,1.02195,0.88133,0.61015,0.58382
2015-07-01,1.63155,1.46406,1.02195,0.88133,0.60960,0.58273
2015-07-02,1.63156,1.46361,1.02195,0.88133,0.60961,0.58228
2015-07-03,1.63149,1.46308,1.02195,0.88133,0.60954,0.58175
2015-07-04,1.63151,1.46270,1.02195,0.88133,0.60956,0.58137
2015-07-05,1.63144,1.46241,1.02195,0.88133,0.60949,0.58108
2015-07-06,1.63158,1.46256,1.02147,0.88074,0.61011,0.58182
2015-07-07,1.63144,1.46182,1.02147,0.88074,0.60997,0.58108
2015-07-08,1.63138,1.46096,1.02147,0.88074,0.60991,0.58022
2015-07-09,1.63122,1.45973,1.02147,0.88074,0.60975,0.57899
2015-07-10,1.63184,1.45862,1.02147,0.88074,0.61037,0.57788
2015-07-11,1.63340,1.45723,1.02147,0.88074,0.61193,0.57649
2015-07-12,1.63387,1.45669,1.02147,0.88074,0.61240,0.57595
2015-07-13,1.63430,1.45675,1.02198,0.87948,0.61232,0.57727
2015-07-14,1.63523,1.45534,1.02198,0.87948,0.61325,0.57586
2015-07-15,1.63605,1.45436,1.02198,0.87948,0.61407,0.57488
2015-07-16,1.63593,1.45307,1.02198,0.87948,0.61395,0.57359
2015-07-17,1.63457,1.44764,1.02198,0.87948,0.61259,0.56816
2015-07-18,1.63380,1.44603,1.02198,0.87948,0.61182,0.56655
2015-07-19,1.63312,1.44513,1.02198,0.87948,0.61114,0.56565
2015-07-20,1.63313,1.44509,1.02229,0.87851,0.61084,0.56658
2015-07-21,1.63200,1.44317,1.02229,0.87851,0.60971,0.56466
2015-07-22,1.63057,1.44097,1.02229,0.87851,0.60828,0.56246
2015-07-23,1.62962,1.43938,1.02229,0.87851,0.60733,0.56087
2015-07-24,1.62833,1.43765,1.02229,0.87851,0.60604,0.55914
2015-07-25,1.62632,1.43579,1.02229,0.87851,0.60403,0.55728
2015-07-26,1.62488,1.43471,1.02229,0.87851,0.60259,0.55620
2015-07-27,1.62457,1.43457,1.01989,0.87580,0.60468,0.55877
2015-07-28,1.62165,1.43228,1.01989,0.87580,0.60176,0.55648
2015-07-29,1.61835,1.42942,1.01989,0.87580,0.59846,0.55362
2015-07-30,1.61509,1.42671,1.01989,0.87580,0.59520,0.55091
2015-07-31,1.61191,1.42423,1.01989,0.87580,0.59202,0.54843
2015-08-01,1.60895,1.42187,1.01989,0.87580,0.58906,0.54607
2015-08-02,1.60747,1.42077,1.01989,0.87580,0.58758,0.54497
2015-08-03,1.60695,1.42043,1.01559,0.87296,0.59136,0.54747
2015-08-04,1.60370,1.41809,1.01559,0.87296,0.58811,0.54513
2015-08-05,1.60055,1.41516,1.01559,0.87296,0.58496,0.54220
2015-08-06,1.59755,1.41275,1.01559,0.87296,0.58196,0.53979
2015-08-07,1.59499,1.41065,1.01559,0.87296,0.57940,0.53769
2015-08-08,1.59206,1.40812,1.01559,0.87296,0.57647,0.53516
2015-08-09,1.59035,1.40655,1.01559,0.87296,0.57476,0.53359
2015-08-10,1.58994,1.40622,1.01227,0.87025,0.57767,0.53597
2015-08-11,1.58695,1.40374,1.01227,0.87025,0.57468,0.53349
2015-08-12,1.58449,1.40241,1.01227,0.87025,0.57222,0.53216
2015-08-13,1.58242,1.40115,1.01227,0.87025,0.57015,0.53090
2015-08-14,1.58078,1.40009,1.01227,0.87025,0.56851,0.52984
2015-08-15,1.57919,1.39902,1.01227,0.87025,0.56692,0.52877
2015-08-16,1.57879,1.39864,1.01227,0.87025,0.56652,0.52839
2015-08-17,1.57855,1.39840,1.01031,0.86908,0.56824,0.52932
2015-08-18,1.57696,1.39710,1.01031,0.86908,0.56665,0.52802
2015-08-19,1.57565,1.39613,1.01031,0.86908,0.56534,0.52705
2015-08-20,1.57416,1.39517,1.01031,0.86908,0.56385,0.52609
2015-08-21,1.57160,1.39332,1.01031,0.86908,0.56129,0.52424
2015-08-22,1.56869,1.39105,1.01031,0.86908,0.55838,0.52197
2015-08-23,1.56669,1.38937,1.01031,0.86908,0.55638,0.52029
2015-08-24,1.56563,1.38854,1.00663,0.86652,0.55900,0.52202
2015-08-25,1.55958,1.38385,1.00663,0.86652,0.55295,0.51733
2015-08-26,1.55244,1.37822,1.00663,0.86652,0.54581,0.51170
2015-08-27,1.54600,1.37324,1.00663,0.86652,0.53937,0.50672
2015-08-28,1.54017,1.36886,1.00663,0.86652,0.53354,0.50234
2015-08-29,1.53536,1.36529,1.00663,0.86652,0.52873,0.49877
2015-08-30,1.53299,1.36350,1.00663,0.86652,0.52636,0.49698
2015-08-31,1.53187,1.36266,0.99999,0.86104,0.53188,0.50162
2015-09-01,1.52721,1.36005,0.99999,0.86104,0.52722,0.49901
2015-09-02,1.52506,1.35971,0.99999,0.86104,0.52507,0.49867
2015-09-03,1.52317,1.36006,0.99999,0.86104,0.52318,0.49902
2015-09-04,1.52177,1.36134,0.99999,0.86104,0.52178,0.50030
2015-09-05,1.52139,1.36345,0.99999,0.86104,0.52140,0.50241
2015-09-06,1.52186,1.36520,0.99999,0.86104,0.52187,0.50416
2015-09-07,1.52204,1.36583,0.99856,0.86214,0.52348,0.50369
2015-09-08,1.52256,1.36843,0.99856,0.86214,0.52400,0.50629
2015-09-09,1.52261,1.37008,0.99856,0.86214,0.52405,0.50794
2015-09-10,1.52257,1.37119,0.99856,0.86214,0.52401,0.50905
2015-09-11,1.52214,1.37151,0.99856,0.86214,0.52358,0.50937
2015-09-12,1.52144,1.37112,0.99856,0.86214,0.52288,0.50898
2015-09-13,1.52072,1.37043,0.99856,0.86214,0.52216,0.50829
2015-09-14,1.52050,1.37027,0.99934,0.86438,0.52116,0.50589
2015-09-15,1.51893,1.36909,0.99934,0.86438,0.51959,0.50471
2015-09-16,1.51680,1.36751,0.99934,0.86438,0.51746,0.50313
2015-09-17,1.51382,1.36545,0.99934,0.86438,0.51448,0.50107
2015-09-18,1.51149,1.36400,0.99934,0.86438,0.51215,0.49962
2015-09-19,1.50901,1.36247,0.99934,0.86438,0.50967,0.49809
2015-09-20,1.50778,1.36161,0.99934,0.86438,0.50844,0.49723
2015-09-21,1.50743,1.36143,0.99668,0.86247,0.51075,0.49896
2015-09-22,1.50488,1.35980,0.99668,0.86247,0.50820,0.49733
2015-09-23,1.50297,1.35868,0.99668,0.86247,0.50629,0.49621
2015-09-24,1.50167,1.35789,0.99668,0.86247,0.50499,0.49542
2015-09-25,1.50084,1.35765,0.99668,0.86247,0.50416,0.49518
2015-09-26,1.49996,1.35712,0.99668,0.86247,0.50328,0.49465
2015-09-27,1.49912,1.35644,0.99668,0.86247,0.50244,0.49397
2015-09-28,1.49912,1.35641,0.99497,0.86125,0.50415,0.49516
2015-09-29,1.49790,1.35582,0.99497,0.86125,0.50293,0.49457
2015-09-30,1.49694,1.35521,0.99497,0.86125,0.50197,0.49396
2015-10-01,1.49499,1.35344,0.99497,0.86125,0.50002,0.49219
2015-10-02,1.49428,1.35293,0.99497,0.86125,0.49931,0.49168
2015-10-03,1.49349,1.35229,0.99497,0.86125,0.49852,0.49104
2015-10-04,1.49284,1.35176,0.99497,0.86125,0.49787,0.49051
2015-10-05,1.49294,1.35183,0.99403,0.86069,0.49891,0.49114
2015-10-06,1.49230,1.35151,0.99403,0.86069,0.49827,0.49082
2015-10-07,1.49257,1.35197,0.99403,0.86069,0.49854,0.49128
2015-10-08,1.49388,1.35357,0.99403,0.86069,0.49985,0.49288
2015-10-09,1.49475,1.35443,0.99403,0.86069,0.50072,0.49374
2015-10-10,1.49630,1.35555,0.99403,0.86069,0.50227,0.49486
2015-10-11,1.49652,1.35578,0.99403,0.86069,0.50249,0.49509
2015-10-12,1.49688,1.35608,0.99538,0.86150,0.50150,0.49458
2015-10-13,1.49761,1.35682,0.99538,0.86150,0.50223,0.49532
2015-10-14,1.49781,1.35711,0.99538,0.86150,0.50243,0.49561
2015-10-15,1.49691,1.35620,0.99538,0.86150,0.50153,0.49470
2015-10-16,1.49565,1.35485,0.99538,0.86150,0.50027,0.49335
2015-10-17,1.49350,1.35271,0.99538,0.86150,0.49812,0.49121
2015-10-18,1.49206,1.35128,0.99538,0.86150,0.49668,0.48978
2015-10-19,1.49175,1.35098,0.99464,0.86085,0.49711,0.49013
2015-10-20,1.48950,1.34875,0.99464,0.86085,0.49486,0.48790
2015-10-21,1.48783,1.34721,0.99464,0.86085,0.49319,0.48636
2015-10-22,1.48613,1.34576,0.99464,0.86085,0.49149,0.48491
2015-10-23,1.48410,1.34436,0.99464,0.86085,0.48946,0.48351
2015-10-24,1.48256,1.34343,0.99464,0.86085,0.48792,0.48258
2015-10-25,1.48140,1.34265,0.99464,0.86085,0.48676,0.48180
2015-10-26,1.48109,1.34255,0.99192,0.85886,0.48917,0.48369
2015-10-27,1.47950,1.34190,0.99192,0.85886,0.48758,0.48304
2015-10-28,1.47804,1.34104,0.99192,0.85886,0.48612,0.48218
2015-10-29,1.47651,1.33972,0.99192,0.85886,0.48459,0.48086
2015-10-30,1.47652,1.33983,0.99192,0.85886,0.48460,0.48097
2015-10-31,1.47732,1.34099,0.99192,0.85886,0.48540,0.48213
2015-11-01,1.47730,1.34109,0.99192,0.85886,0.48538,0.48223
2015-11-02,1.47807,1.34199,0.99092,0.85873,0.48715,0.48326
2015-11-03,1.47834,1.34275,0.99092,0.85873,0.48742,0.48402
2015-11-04,1.47863,1.34326,0.99092,0.85873,0.48771,0.48453
2015-11-05,1.47990,1.34471,0.99092,0.85873,0.48898,0.48598
2015-11-06,1.48040,1.34541,0.99092,0.85873,0.48948,0.48668
2015-11-07,1.48045,1.34576,0.99092,0.85873,0.48953,0.48703
2015-11-08,1.48055,1.34588,0.99092,0.85873,0.48963,0.48715
2015-11-09,1.48080,1.34614,0.99216,0.86006,0.48864,0.48608
2015-11-10,1.48086,1.34636,0.99216,0.86006,0.48870,0.48630
2015-11-11,1.48085,1.34656,0.99216,0.86006,0.48869,0.48650
2015-11-12,1.48024,1.34618,0.99216,0.86006,0.48808,0.48612
2015-11-13,1.47989,1.34598,0.99216,0.86006,0.48773,0.48592
2015-11-14,1.47923,1.34536,0.99216,0.86006,0.48707,0.48530
2015-11-15,1.47856,1.34474,0.99216,0.86006,0.48640,0.48468
2015-11-16,1.47837,1.34457,0.99182,0.85983,0.48655,0.48474
2015-11-17,1.47682,1.34313,0.99182,0.85983,0.48500,0.48330
2015-11-18,1.47497,1.34136,0.99182,0.85983,0.48315,0.48153
2015-11-19,1.47335,1.33992,0.99182,0.85983,0.48153,0.48009
2015-11-20,1.47215,1.33876,0.99182,0.85983,0.48033,0.47893
2015-11-21,1.47099,1.33773,0.99182,0.85983,0.47917,0.47790
2015-11-22,1.47035,1.33708,0.99182,0.85983,0.47853,0.47725
2015-11-23,1.47035,1.33705,0.98994,0.85802,0.48041,0.47903
2015-11-24,1.46927,1.33619,0.98994,0.85802,0.47933,0.47817
2015-11-25,1.46971,1.33624,0.98994,0.85802,0.47977,0.47822
2015-11-26,1.47194,1.33723,0.98994,0.85802,0.48200,0.47921
2015-11-27,1.47303,1.33770,0.98994,0.85802,0.48309,0.47968
2015-11-28,1.47337,1.33762,0.98994,0.85802,0.48343,0.47960
2015-11-29,1.47339,1.33747,0.98994,0.85802,0.48345,0.47945
2015-11-30,1.47363,1.33768,0.99123,0.85877,0.48240,0.47891
2015-12-01,1.47425,1.33780,0.99123,0.85877,0.48302,0.47903
2015-12-02,1.47482,1.33775,0.99123,0.85877,0.48359,0.47898
2015-12-03,1.47484,1.33708,0.99123,0.85877,0.48361,0.47831
2015-12-04,1.47462,1.33592,0.99123,0.85877,0.48339,0.47715
2015-12-05,1.47402,1.33385,0.99123,0.85877,0.48279,0.47508
2015-12-06,1.47355,1.33250,0.99123,0.85877,0.48232,0.47373
2015-12-07,1.47353,1.33228,0.99171,0.85779,0.48182,0.47449
2015-12-08,1.47253,1.33029,0.99171,0.85779,0.48082,0.47250
2015-12-09,1.47235,1.32972,0.99171,0.85779,0.48064,0.47193
2015-12-10,1.47089,1.32691,0.99171,0.85779,0.47918,0.46912
2015-12-11,1.46874,1.32315,0.99171,0.85779,0.47703,0.46536
2015-12-12,1.46671,1.31958,0.99171,0.85779,0.47500,0.46179
2015-12-13,1.46559,1.31724,0.99171,0.85779,0.47388,0.45945
2015-12-14,1.46521,1.31628,0.99008,0.85396,0.47513,0.46232
2015-12-15,1.46253,1.30976,0.99008,0.85396,0.47245,0.45580
2015-12-16,1.46032,1.30417,0.99008,0.85396,0.47024,0.45021
2015-12-17,1.45843,1.29929,0.99008,0.85396,0.46835,0.44533
2015-12-18,1.45683,1.29466,0.99008,0.85396,0.46675,0.44070
2015-12-19,1.45517,1.28976,0.99008,0.85396,0.46509,0.43580
2015-12-20,1.45434,1.28732,0.99008,0.85396,0.46426,0.43336
2015-12-21,1.45410,1.28647,0.98793,0.84792,0.46617,0.43855
2015-12-22,1.45286,1.28248,0.98793,0.84792,0.46493,0.43456
2015-12-23,1.45197,1.27954,0.98793,0.84792,0.46404,0.43162
2015-12-24,1.45064,1.27655,0.98793,0.84792,0.46271,0.42863
2015-12-25,1.44981,1.27457,0.98793,0.84792,0.46188,0.42665
2015-12-26,1.44969,1.27440,0.98793,0.84792,0.46176,0.42648
2015-12-27,1.44952,1.27403,0.98793,0.84792,0.46159,0.42611
2015-12-28,1.44941,1.27377,0.98793,0.84792,0.46148,0.42585
2015-12-29,1.44857,1.27160,0.98793,0.84792,0.46064,0.42368
2015-12-30,1.44793,1.26988,0.98793,0.84792,0.46000,0.42196
2015-12-31,1.44733,1.26845,0.98793,0.84792,0.45940,0.42053
2016-01-01,1.44643,1.26680,0.98793,0.84792,0.45850,0.41888
2016-01-02,1.44637,1.26665,0.98793,0.84792,0.45844,0.41873
2016-01-03,1.44615,1.26615,0.98793,0.84792,0.45822,0.41823
2016-01-04,1.44612,1.26603,0.98628,0.84390,0.45984,0.42213
2016-01-05,1.44566,1.26487,0.98628,0.84390,0.45938,0.42097
2016-01-06,1.44538,1.26361,0.98628,0.84390,0.45910,0.41971
2016-01-07,1.44545,1.26324,0.98628,0.84390,0.45917,0.41934
2016-01-08,1.44503,1.26216,0.98628,0.84390,0.45875,0.41826
2016-01-09,1.44423,1.26055,0.98628,0.84390,0.45795,0.41665
2016-01-10,1.44362,1.25939,0.98628,0.84390,0.45734,0.41549
2016-01-11,1.44330,1.25879,0.98567,0.84233,0.45763,0.41646
2016-01-12,1.44159,1.25575,0.98567,0.84233,0.45592,0.41342
