DATA_RILEVAZIONE,CODICE_PRODOTTO,NOME_PRODOTTO,PREZZO,ACCISA,IVA,NETTO,VARIAZIONE
2015-10-05,8,O.C. denso BTZ,"302,67","31,39",0,"271,28","6,25"
2015-10-12,1,Benzina,"1.480,5","728,4","266,98","485,12","7,48"
2015-10-12,2,Gasolio auto,"1.353,62","617,4","244,1","492,12","4,46"
2015-10-12,5,GPL,"582,66","147,27","105,07","330,32","2,22"
2015-10-12,3,Gasolio riscaldamento,"1.158,96","403,21","208,99","546,76","7,11"
2015-10-12,6,O.C. fluido BTZ,"767,54","166,84","69,78","530,92","0,57"
2015-10-12,8,O.C. denso BTZ,"322,03","31,39",0,"290,64","19,36"
2015-10-19,1,Benzina,"1.476,41","728,4","266,24","481,77","-4,09"
2015-10-19,2,Gasolio auto,"1.350,05","617,4","243,45","489,2","-3,57"
2015-10-19,5,GPL,"583,05","147,27","105,14","330,64","0,39"
2015-10-19,3,Gasolio riscaldamento,"1.127,62","403,21","203,34","521,07","-31,34"
2015-10-19,6,O.C. fluido BTZ,"762,61","166,84","69,33","526,44","-4,93"
2015-10-19,8,O.C. denso BTZ,"306,01","31,39",0,"274,62","-16,02"
2015-10-26,1,Benzina,"1.461,32","728,4","263,52","469,4","-15,09"
2015-10-26,2,Gasolio auto,"1.338,99","617,4","241,46","480,13","-11,06"
2015-10-26,5,GPL,"583,17","147,27","105,16","330,74","0,12"
2015-10-26,3,Gasolio riscaldamento,"1.122,5","403,21","202,42","516,87","-5,12"
2015-10-26,6,O.C. fluido BTZ,754,"166,84","68,55","518,61","-8,61"
2015-10-26,8,O.C. denso BTZ,"310,46","31,39",0,"279,07","4,45"
2015-11-02,1,Benzina,"1.455,8","728,4","262,52","464,88","-5,52"
2015-11-02,2,Gasolio auto,"1.338,3","617,4","241,33","479,57","-0,69"
2015-11-02,5,GPL,"582,52","147,27","105,04","330,21","-0,65"
2015-11-02,3,Gasolio riscaldamento,"1.140,17","403,21","205,6","531,36","17,67"
2015-11-02,6,O.C. fluido BTZ,"756,28","166,84","68,75","520,69","2,28"
2015-11-02,8,O.C. denso BTZ,"322,88","31,39",0,"291,49","12,42"
2015-11-09,1,Benzina,"1.462,65","728,4","263,76","470,49","6,85"
2015-11-09,2,Gasolio auto,"1.345,65","617,4","242,66","485,59","7,35"
2015-11-09,5,GPL,"584,89","147,27","105,47","332,15","2,37"
2015-11-09,3,Gasolio riscaldamento,"1.137,41","403,21","205,11","529,09","-2,76"
2015-11-09,6,O.C. fluido BTZ,"756,48","166,84","68,77","520,87","0,2"
2015-11-09,8,O.C. denso BTZ,"318,59","31,39",0,"287,2","-4,29"
2015-11-16,1,Benzina,"1.460,79","728,4","263,42","468,97","-1,86"
2015-11-16,2,Gasolio auto,"1.344,38","617,4","242,43","484,55","-1,27"
2015-11-16,5,GPL,"584,72","147,27","105,44","332,01","-0,17"
2015-11-16,3,Gasolio riscaldamento,"1.130,86","403,21","203,93","523,72","-6,55"
2015-11-16,6,O.C. fluido BTZ,"747,62","166,84","67,97","512,81","-8,86"
2015-11-16,8,O.C. denso BTZ,"302,76","31,39",0,"271,37","-15,83"
2015-11-23,1,Benzina,"1.450,34","728,4","261,54","460,4","-10,45"
2015-11-23,2,Gasolio auto,"1.334,34","617,4","240,62","476,32","-10,04"
2015-11-23,5,GPL,"584,76","147,27","105,45","332,04","0,04"
2015-11-23,3,Gasolio riscaldamento,"1.123,77","403,21","202,65","517,91","-7,09"
2015-11-23,6,O.C. fluido BTZ,"737,55","166,84","67,05","503,66","-10,07"
2015-11-23,8,O.C. denso BTZ,"298,21","31,39",0,"266,82","-4,55"
2015-11-30,1,Benzina,"1.457,51","728,4","262,83","466,28","7,17"
2015-11-30,2,Gasolio auto,"1.338,51","617,4","241,37","479,74","4,17"
2015-11-30,5,GPL,"585,1","147,27","105,51","332,32","0,34"
2015-11-30,3,Gasolio riscaldamento,"1.128,07","403,21","203,42","521,44","4,3"
2015-11-30,6,O.C. fluido BTZ,"740,03","166,84","67,28","505,91","2,48"
2015-11-30,8,O.C. denso BTZ,"302,58","31,39",0,"271,19","4,37"
2015-12-07,1,Benzina,"1.460,16","728,4","263,31","468,45","2,65"
2015-12-07,2,Gasolio auto,"1.333,09","617,4","240,39","475,3","-5,42"
2015-12-07,5,GPL,"592,67","147,27","106,87","338,53","7,57"
2015-12-07,3,Gasolio riscaldamento,"1.109,3","403,21","200,04","506,05","-18,77"
2015-12-07,6,O.C. fluido BTZ,"713,62","166,84","64,87","481,91","-26,41"
2015-12-07,8,O.C. denso BTZ,"291,01","31,39",0,"259,62","-11,57"
2015-12-14,1,Benzina,"1.451,12","728,4","261,68","461,04","-9,04"
2015-12-14,2,Gasolio auto,"1.311,81","617,4","236,56","457,85","-21,28"
2015-12-14,5,GPL,"602,19","147,27","108,59","346,33","9,52"
2015-12-14,3,Gasolio riscaldamento,"1.080,35","403,21","194,82","482,32","-28,95"
2015-12-14,6,O.C. fluido BTZ,728,"166,84","66,18","494,98","14,38"
2015-12-14,8,O.C. denso BTZ,"267,61","31,39",0,"236,22","-23,4"
2015-12-21,1,Benzina,"1.439,19","728,4","259,53","451,26","-11,93"
2015-12-21,2,Gasolio auto,"1.278,33","617,4","230,52","430,41","-33,48"
2015-12-21,5,GPL,"603,65","147,27","108,85","347,53","1,46"
2015-12-21,3,Gasolio riscaldamento,"1.042,05","403,21","187,91","450,93","-38,3"
2015-12-21,6,O.C. fluido BTZ,"722,41","166,84","65,67","489,9","-5,59"
2015-12-21,8,O.C. denso BTZ,"255,51","31,39",0,"224,12","-12,1"
2016-01-04,1,Benzina,"1.430,07","728,4","257,88","443,79","-9,12"
2016-01-04,2,Gasolio auto,"1.256,07","617,4","226,5","412,17","-22,26"
2016-01-04,5,GPL,"604,3","147,27","108,97","348,06","0,65"
2016-01-04,3,Gasolio riscaldamento,"1.046,54","403,21","188,72","454,61","4,49"
2016-01-04,6,O.C. fluido BTZ,"719,95","166,84","65,45","487,66","-2,46"
2016-01-04,8,O.C. denso BTZ,"248,56","31,39",0,"217,17","-6,95"
2016-01-11,1,Benzina,"1.426,66","728,4","257,27","440,99","-3,41"
2016-01-11,2,Gasolio auto,"1.247,32","617,4","224,93","404,99","-8,75"
2016-01-11,5,GPL,"595,49","147,27","107,38","340,84","-8,81"
2016-01-11,3,Gasolio riscaldamento,"1.044,91","403,21","188,43","453,27","-1,63"
2016-01-11,6,O.C. fluido BTZ,"715,82","166,84","65,07","483,91","-4,13"
2016-01-11,8,O.C. denso BTZ,"245,71","31,39",0,"214,32","-2,85"
2016-01-18,1,Benzina,"1.409,38","728,4","254,15","426,83","-17,28"
2016-01-18,2,Gasolio auto,"1.221,92","617,4","220,35","384,17","-25,4"
2016-01-18,5,GPL,"585,21","147,27","105,53","332,41","-10,28"
2016-01-18,3,Gasolio riscaldamento,"1.015,21","403,21","183,07","428,93","-29,7"
2016-01-18,6,O.C. fluido BTZ,"700,85","166,84","63,71","470,3","-14,97"
2016-01-18,8,O.C. denso BTZ,"218,14","31,39",0,"186,75","-27,57"
2016-01-25,1,Benzina,"1.392,09","728,4","251,03","412,66","-17,29"
2016-01-25,2,Gasolio auto,"1.196,01","617,4","215,67","362,94","-25,91"
2016-01-25,5,GPL,"581,85","147,27","104,92","329,66","-3,36"
2016-01-25,3,Gasolio riscaldamento,"1.000,36","403,21","180,39","416,76","-14,85"
2016-01-25,6,O.C. fluido BTZ,"696,16","166,84","63,29","466,03","-4,69"
2016-01-25,8,O.C. denso BTZ,"216,74","31,39",0,"185,35","-1,4"
2016-02-01,1,Benzina,"1.387,46","728,4","250,2","408,86","-4,63"
2016-02-01,2,Gasolio auto,"1.186,14","617,4","213,89","354,85","-9,87"
2016-02-01,5,GPL,"578,01","147,27","104,23","326,51","-3,84"
2016-02-01,3,Gasolio riscaldamento,"1.021,17","403,21","184,15","433,81","20,81"
2016-02-01,6,O.C. fluido BTZ,"707,25","166,84","64,3","476,11","11,09"
2016-02-01,8,O.C. denso BTZ,"243,64","31,39",0,"212,25","26,9"
2016-02-08,1,Benzina,"1.392,39","728,4","251,09","412,9","4,93"
2016-02-08,2,Gasolio auto,"1.197,52","617,4","215,95","364,17","11,38"
2016-02-08,5,GPL,"564,03","147,27","101,71","315,05","-13,98"
2016-02-08,3,Gasolio riscaldamento,"1.025,75","403,21","184,97","437,57","4,58"
2016-02-08,6,O.C. fluido BTZ,"703,12","166,84","63,92","472,36","-4,13"
2016-02-08,8,O.C. denso BTZ,"233,1","31,39",0,"201,71","-10,54"
2016-02-15,1,Benzina,"1.373,5","728,4","247,68","397,42","-18,89"
2016-02-15,2,Gasolio auto,"1.192,98","617,4","215,13","360,45","-4,54"
2016-02-15,5,GPL,"544,99","147,27","98,28","299,44","-19,04"
2016-02-15,3,Gasolio riscaldamento,"1.006,59","403,21","181,52","421,86","-19,16"
2016-02-15,6,O.C. fluido BTZ,"685,36","166,84","62,31","456,21","-17,76"
2016-02-15,8,O.C. denso BTZ,"221,3","31,39",0,"189,91","-11,8"
2016-02-22,1,Benzina,"1.361,81","728,4","245,57","387,84","-11,69"
2016-02-22,2,Gasolio auto,"1.192,03","617,4","214,96","359,67","-0,95"
2016-02-22,5,GPL,"541,83","147,27","97,71","296,85","-3,16"
2016-02-22,3,Gasolio riscaldamento,"1.024,79","403,21","184,8","436,78","18,2"
2016-02-22,6,O.C. fluido BTZ,"692,73","166,84","62,98","462,91","7,37"
2016-02-22,8,O.C. denso BTZ,"235,05","31,39",0,"203,66","13,75"
2016-02-29,1,Benzina,"1.361,22","728,4","245,47","387,35","-0,59"
2016-02-29,2,Gasolio auto,"1.199,42","617,4","216,29","365,73","7,39"
2016-02-29,5,GPL,"539,97","147,27","97,37","295,33","-1,86"
2016-02-29,3,Gasolio riscaldamento,"1.019,13","403,21","183,78","432,14","-5,66"
2016-02-29,6,O.C. fluido BTZ,"689,85","166,84","62,71","460,3","-2,88"
2016-02-29,8,O.C. denso BTZ,"230,45","31,39",0,"199,06","-4,6"
2016-03-07,1,Benzina,"1.370,64","728,4","247,16","395,08","9,42"
2016-03-07,2,Gasolio auto,"1.207,28","617,4","217,71","372,17","7,86"
2016-03-07,5,GPL,"541,63","147,27","97,67","296,69","1,66"
2016-03-07,3,Gasolio riscaldamento,"1.037,01","403,21",187,"446,8","17,88"
2016-03-07,6,O.C. fluido BTZ,"690,2","166,84","62,75","460,61","0,35"
2016-03-07,8,O.C. denso BTZ,"238,14","31,39",0,"206,75","7,69"
2016-03-14,1,Benzina,"1.391,51","728,4","250,93","412,18","20,87"
2016-03-14,2,Gasolio auto,"1.229,71","617,4","221,75","390,56","22,43"
2016-03-14,5,GPL,"542,28","147,27","97,79","297,22","0,65"
2016-03-14,3,Gasolio riscaldamento,"1.058,63","403,21","190,9","464,52","21,62"
2016-03-14,6,O.C. fluido BTZ,"697,38","166,84","63,4","467,14","7,18"
2016-03-14,8,O.C. denso BTZ,"259,5","31,39",0,"228,11","21,36"
2016-03-21,1,Benzina,"1.406,7","728,4","253,67","424,63","15,19"
2016-03-21,2,Gasolio auto,"1.243,24","617,4","224,19","401,65","13,53"
2016-03-21,5,GPL,"541,91","147,27","97,72","296,92","-0,37"
2016-03-21,3,Gasolio riscaldamento,"1.062,06","403,21","191,52","467,33","3,43"
2016-03-21,6,O.C. fluido BTZ,"695,55","166,84","63,23","465,48","-1,83"
2016-03-21,8,O.C. denso BTZ,"252,79","31,39",0,"221,4","-6,71"
2016-04-04,1,Benzina,"1.413,36","728,4","254,87","430,09","6,66"
2016-04-04,2,Gasolio auto,"1.243,4","617,4","224,22","401,78","0,16"
2016-04-04,5,GPL,"542,93","147,27","97,91","297,75","1,02"
2016-04-04,3,Gasolio riscaldamento,"1.045,47","403,21","188,53","453,73","-16,59"
2016-04-04,6,O.C. fluido BTZ,"700,8","166,84","63,71","470,25","5,25"
2016-04-04,8,O.C. denso BTZ,"251,74","31,39",0,"220,35","-1,05"
2016-04-11,1,Benzina,"1.411,23","728,4","254,48","428,35","-2,13"
2016-04-11,2,Gasolio auto,"1.225,62","617,4","221,01","387,21","-17,78"
2016-04-11,5,GPL,"546,47","147,27","98,54","300,66","3,54"
2016-04-11,3,Gasolio riscaldamento,"1.031,22","403,21","185,96","442,05","-14,25"
2016-04-11,6,O.C. fluido BTZ,"667,12","166,84","60,65","439,63","-33,68"
2016-04-11,8,O.C. denso BTZ,"242,06","31,39",0,"210,67","-9,68"
2016-04-18,1,Benzina,"1.426,2","728,4","257,18","440,62","14,97"
2016-04-18,2,Gasolio auto,"1.233,46","617,4","222,43","393,63","7,84"
2016-04-18,5,GPL,"550,41","147,27","99,25","303,89","3,94"
2016-04-18,3,Gasolio riscaldamento,"1.061,97","403,21","191,5","467,26","30,75"
2016-04-18,6,O.C. fluido BTZ,"681,9","166,84","61,99","453,07","14,78"
2016-04-18,8,O.C. denso BTZ,"264,13","31,39",0,"232,74","22,07"
2016-04-25,1,Benzina,"1.438,74","728,4","259,44","450,9","12,54"
2016-04-25,2,Gasolio auto,"1.247,14","617,4","224,89","404,85","13,68"
2016-04-25,5,GPL,"549,68","147,27","99,12","303,29","-0,73"
2016-04-25,3,Gasolio riscaldamento,"1.087,79","403,21","196,16","488,42","25,82"
2016-04-25,6,O.C. fluido BTZ,"713,9","166,84","64,9","482,16",32
2016-04-25,8,O.C. denso BTZ,"269,91","31,39",0,"238,52","5,78"
2016-05-02,1,Benzina,"1.446,96","728,4","260,93","457,63","8,22"
2016-05-02,2,Gasolio auto,"1.265,13","617,4","228,14","419,59","17,99"
2016-05-02,5,GPL,"549,33","147,27","99,06",303,"-0,35"
2016-05-02,3,Gasolio riscaldamento,"1.090,93","403,21","196,73","490,99","3,14"
2016-05-02,6,O.C. fluido BTZ,"718,37","166,84","65,31","486,22","4,47"
2016-05-02,8,O.C. denso BTZ,"282,34","31,39",0,"250,95","12,43"
2016-05-16,1,Benzina,"1.445,54","728,4","260,67","456,47","-3,09"
2016-05-16,2,Gasolio auto,"1.268,48","617,4","228,74","422,34","-5,31"
2016-05-16,5,GPL,"552,47","147,27","99,63","305,57","3,38"
2016-05-16,3,Gasolio riscaldamento,"1.098,12","403,21","198,02","496,89","18,48"
2016-05-16,6,O.C. fluido BTZ,"724,99","166,84","65,91","492,24","9,47"
2016-05-16,8,O.C. denso BTZ,"288,56","31,39",0,"257,17","11,2"
2016-05-23,1,Benzina,"1.463,42","728,4","263,9","471,12","17,88"
2016-05-23,2,Gasolio auto,"1.289,46","617,4","232,53","439,53","20,98"
2016-05-23,5,GPL,"553,2","147,27","99,76","306,17","0,73"
2016-05-23,3,Gasolio riscaldamento,"1.124,97","403,21","202,86","518,9","26,85"
2016-05-23,6,O.C. fluido BTZ,"735,41","166,84","66,86","501,71","10,42"
2016-05-23,8,O.C. denso BTZ,"292,52","31,39",0,"261,13","3,96"
2016-05-30,1,Benzina,"1.476,71","728,4","266,29","482,02","13,29"
2016-05-30,2,Gasolio auto,"1.309,85","617,4","236,2","456,25","20,39"
2016-05-30,5,GPL,"554,22","147,27","99,94","307,01","1,02"
2016-05-30,3,Gasolio riscaldamento,"1.131,01","403,21","203,95","523,85","6,04"
2016-05-30,6,O.C. fluido BTZ,"744,1","166,84","67,65","509,61","8,69"
2016-05-30,8,O.C. denso BTZ,"307,7","31,39",0,"276,31","15,18"
2016-06-06,1,Benzina,"1.484,45","728,4","267,69","488,36","7,74"
2016-06-06,2,Gasolio auto,"1.320,9","617,4","238,2","465,3","11,05"
2016-06-06,5,GPL,"556,99","147,27","100,44","309,28","2,77"
2016-06-06,3,Gasolio riscaldamento,1.129,"403,21","203,59","522,2","-2,01"
2016-06-06,6,O.C. fluido BTZ,"743,28","166,84","67,57","508,87","-0,82"
2016-06-06,8,O.C. denso BTZ,"309,87","31,39",0,"278,48","2,17"
2016-06-13,1,Benzina,"1.479,97","728,4","266,88","484,69","-4,48"
2016-06-13,2,Gasolio auto,"1.319,29","617,4","237,9","463,99","-1,61"
2016-06-13,5,GPL,"560,15","147,27","101,01","311,87","3,16"
2016-06-13,3,Gasolio riscaldamento,"1.141,71","403,21","205,88","532,62","12,71"
2016-06-13,6,O.C. fluido BTZ,"760,05","166,84","69,1","524,11","16,77"
2016-06-13,8,O.C. denso BTZ,"330,97","31,39",0,"299,58","21,1"
2016-06-20,1,Benzina,"1.473,96","728,4","265,8","479,76","-6,01"
2016-06-20,2,Gasolio auto,"1.317,76","617,4","237,63","462,73","-1,53"
2016-06-20,5,GPL,"562,75","147,27","101,48",314,"2,6"
2016-06-20,3,Gasolio riscaldamento,"1.129,46","403,21","203,67","522,58","-12,25"
2016-06-20,6,O.C. fluido BTZ,"751,33","166,84","68,3","516,19","-8,72"
2016-06-20,8,O.C. denso BTZ,"320,16","31,39",0,"288,77","-10,81"
2016-06-27,1,Benzina,"1.470,98","728,4","265,26","477,32","-2,98"
2016-06-27,2,Gasolio auto,"1.315,12","617,4","237,15","460,57","-2,64"
2016-06-27,5,GPL,"561,82","147,27","101,31","313,24","-0,93"
2016-06-27,3,Gasolio riscaldamento,"1.120,06","403,21","201,98","514,87","-9,4"
2016-06-27,6,O.C. fluido BTZ,"759,43","166,84","69,04","523,55","8,1"
2016-06-27,8,O.C. denso BTZ,"327,96","31,39",0,"296,57","7,8"
2016-07-04,1,Benzina,"1.468,26","728,4","264,77","475,09","-2,72"
2016-07-04,2,Gasolio auto,"1.311,97","617,4","236,58","457,99","-3,15"
2016-07-04,5,GPL,"563,22","147,27","101,56","314,39","1,4"
2016-07-04,3,Gasolio riscaldamento,"1.114,69","403,21","201,01","510,47","-5,37"
2016-07-04,6,O.C. fluido BTZ,"754,2","166,84","68,56","518,8","-5,23"
2016-07-04,8,O.C. denso BTZ,"336,41","31,39",0,"305,02","8,45"
2016-07-18,1,Benzina,"1.448,71","728,4","261,24","459,07","-10,99"
2016-07-18,2,Gasolio auto,"1.303,79","617,4","235,11","451,28","-4,75"
2016-07-18,5,GPL,"563,32","147,27","101,58","314,47","0,12"
2016-07-18,3,Gasolio riscaldamento,"1.103,64","403,21","199,02","501,41","-0,49"
2016-07-18,6,O.C. fluido BTZ,"724,97","166,84","65,91","492,22","-19,9"
2016-07-18,8,O.C. denso BTZ,"317,76","31,39",0,"286,37","-15,42"
2016-07-25,1,Benzina,"1.444,46","728,4","260,48","455,58","-4,25"
2016-07-25,2,Gasolio auto,"1.299,47","617,4","234,33","447,74","-4,32"
2016-07-25,5,GPL,"561,74","147,27","101,3","313,17","-1,58"
2016-07-25,3,Gasolio riscaldamento,"1.093,03","403,21","197,1","492,72","-10,61"
2016-07-25,6,O.C. fluido BTZ,"744,7","166,84","67,7","510,16","19,73"
2016-07-25,8,O.C. denso BTZ,"318,23","31,39",0,"286,84","0,47"
2016-08-01,1,Benzina,"1.432,49","728,4","258,32","445,77","-11,97"
2016-08-01,2,Gasolio auto,"1.289,4","617,4","232,51","439,49","-10,07"
2016-08-01,5,GPL,"561,27","147,27","101,21","312,79","-0,47"
2016-08-01,3,Gasolio riscaldamento,"1.083,41","403,21","195,37","484,83","-9,62"
2016-08-01,6,O.C. fluido BTZ,"745,07","166,84","67,73","510,5","0,37"
2016-08-01,8,O.C. denso BTZ,"297,62","31,39",0,"266,23","-20,61"
2016-08-08,1,Benzina,"1.422,53","728,4","256,52","437,61","-9,96"
2016-08-08,2,Gasolio auto,"1.282,14","617,4","231,21","433,53","-7,26"
2016-08-08,5,GPL,"562,13","147,27","101,37","313,49","0,86"
2016-08-08,3,Gasolio riscaldamento,"1.068,76","403,21","192,73","472,82","-14,65"
2016-08-08,6,O.C. fluido BTZ,"741,51","166,84","67,41","507,26","-3,56"
2016-08-08,8,O.C. denso BTZ,"300,44","31,39",0,"269,05","2,82"
2016-08-15,1,Benzina,"1.426,52","728,4","257,24","440,88","3,99"
2016-08-15,2,Gasolio auto,"1.282,5","617,4","231,27","433,83","0,36"
2016-08-15,5,GPL,"561,7","147,27","101,29","313,14","-0,43"
2016-08-15,3,Gasolio riscaldamento,"1.085,94","403,21","195,83","486,9","17,18"
2016-08-15,6,O.C. fluido BTZ,"747,33","166,84","67,94","512,55","5,82"
2016-08-15,8,O.C. denso BTZ,"308,88","31,39",0,"277,49","8,44"
2016-08-22,1,Benzina,"1.441,35","728,4","259,92","453,03","14,83"
2016-08-22,2,Gasolio auto,"1.290,71","617,4","232,75","440,56","8,21"
2016-08-22,5,GPL,"560,11","147,27",101,"311,84","-1,59"
2016-08-22,3,Gasolio riscaldamento,"1.124,72","403,21","202,82","518,69","38,78"
2016-08-22,6,O.C. fluido BTZ,"758,67","166,84","68,97","522,86","11,34"
2016-08-22,8,O.C. denso BTZ,"332,47","31,39",0,"301,08","23,59"
2016-08-29,1,Benzina,"1.454,76","728,4","262,33","464,03","13,41"
2016-08-29,2,Gasolio auto,"1.306,83","617,4","235,66","453,77","16,12"
2016-08-29,5,GPL,"559,41","147,27","100,88","311,26","-0,7"
2016-08-29,3,Gasolio riscaldamento,"1.114,03","403,21","200,89","509,93","-10,69"
2016-08-29,6,O.C. fluido BTZ,"757,57","166,84","68,87","521,86","-1,1"
2016-08-29,8,O.C. denso BTZ,"336,13","31,39",0,"304,74","3,66"
2016-09-05,1,Benzina,"1.456,77","728,4","262,7","465,67","2,01"
2016-09-05,2,Gasolio auto,"1.304,83","617,4","235,3","452,13",-2
2016-09-05,5,GPL,"559,85","147,27","100,96","311,62","0,44"
2016-09-05,3,Gasolio riscaldamento,"1.104,95","403,21","199,25","502,49","-9,08"
2016-09-05,6,O.C. fluido BTZ,"754,68","166,84","68,61","519,23","-2,89"
2016-09-05,8,O.C. denso BTZ,"322,26","31,39",0,"290,87","-13,87"
2016-09-12,1,Benzina,1.452,"728,4","261,84","461,76","-4,77"
2016-09-12,2,Gasolio auto,"1.299,1","617,4","234,26","447,44","-5,73"
2016-09-12,5,GPL,"562,66","147,27","101,46","313,93","2,81"
2016-09-12,3,Gasolio riscaldamento,"1.117,6","403,21","201,53","512,86","12,65"
2016-09-12,6,O.C. fluido BTZ,"766,95","166,84","69,72","530,39","12,27"
2016-09-12,8,O.C. denso BTZ,"340,26","31,39",0,"308,87",18
2016-09-19,1,Benzina,"1.451,92","728,4","261,82","461,7","-0,08"
2016-09-19,2,Gasolio auto,"1.297,49","617,4","233,97","446,12","-1,61"
2016-09-19,5,GPL,"563,01","147,27","101,53","314,21","0,35"
2016-09-19,3,Gasolio riscaldamento,"1.116,24","403,21","201,29","511,74","-1,36"
2016-09-19,6,O.C. fluido BTZ,"763,5","166,84","69,41","527,25","-3,45"
2016-09-19,8,O.C. denso BTZ,"323,08","31,39",0,"291,69","-17,18"
2016-09-26,1,Benzina,"1.451,9","728,4","261,82","461,68","-0,02"
2016-09-26,2,Gasolio auto,"1.296,81","617,4","233,85","445,56","-0,68"
2016-09-26,5,GPL,"561,86","147,27","101,32","313,27","-1,15"
2016-09-26,3,Gasolio riscaldamento,"1.116,51","403,21","201,34","511,96","0,27"
2016-09-26,6,O.C. fluido BTZ,"764,31","166,84","69,48","527,99","0,81"
2016-09-26,8,O.C. denso BTZ,"331,87","31,39",0,"300,48","8,79"
2016-10-03,1,Benzina,"1.456,38","728,4","262,63","465,35","4,48"
2016-10-03,2,Gasolio auto,"1.302,42","617,4","234,86","450,16","5,61"
2016-10-03,5,GPL,"562,42","147,27","101,42","313,73","0,56"
2016-10-03,3,Gasolio riscaldamento,"1.133,14","403,21","204,34","525,59","16,63"
2016-10-03,6,O.C. fluido BTZ,"770,62","166,84","70,06","533,72","6,31"
2016-10-03,8,O.C. denso BTZ,"334,84","31,39",0,"303,45","2,97"
2016-10-10,1,Benzina,"1.471,23","728,4","265,3","477,53","14,85"
2016-10-10,2,Gasolio auto,"1.318,38","617,4","237,74","463,24","15,96"
2016-10-10,5,GPL,"566,61","147,27","102,18","317,16","4,19"
2016-10-10,3,Gasolio riscaldamento,"1.150,52","403,21","207,47","539,84","17,38"
2016-10-10,6,O.C. fluido BTZ,"784,89","166,84","71,35","546,7","14,27"
2016-10-10,8,O.C. denso BTZ,"362,2","31,39",0,"330,81","27,36"
2016-10-17,1,Benzina,"1.482,87","728,4","267,4","487,07","11,64"
2016-10-17,2,Gasolio auto,"1.330,2","617,4","239,87","472,93","11,82"
2016-10-17,5,GPL,"566,95","147,27","102,24","317,44","0,34"
2016-10-17,3,Gasolio riscaldamento,"1.158,61","403,21","208,93","546,47","8,09"
2016-10-17,6,O.C. fluido BTZ,"785,39","166,84","71,4","547,15","0,5"
2016-10-17,8,O.C. denso BTZ,"358,29","31,39",0,"326,9","-3,91"
2016-10-24,1,Benzina,"1.487,2","728,4","268,18","490,62","4,33"
2016-10-24,2,Gasolio auto,"1.335,48","617,4","240,82","477,26","5,28"
2016-10-24,5,GPL,"567,53","147,27","102,34","317,92","0,58"
2016-10-24,3,Gasolio riscaldamento,"1.155,45","403,21","208,36","543,88","-3,16"
2016-10-24,6,O.C. fluido BTZ,788,"166,84","71,64","549,52","2,61"
2016-10-24,8,O.C. denso BTZ,"367,65","31,39",0,"336,26","9,36"
2016-10-31,1,Benzina,"1.494,82","728,4","269,56","496,86","7,62"
2016-10-31,2,Gasolio auto,"1.340,52","617,4","241,73","481,39","5,04"
2016-10-31,5,GPL,"568,16","147,27","102,46","318,43","0,63"
2016-10-31,3,Gasolio riscaldamento,"1.155,99","403,21","208,46","544,32","0,54"
2016-10-31,6,O.C. fluido BTZ,"787,17","166,84","71,56","548,77","-0,83"
2016-10-31,8,O.C. denso BTZ,"362,89","31,39",0,"331,5","-4,76"
2016-11-07,1,Benzina,"1.487,1","728,4","268,17","490,53","-7,72"
2016-11-07,2,Gasolio auto,"1.339,24","617,4","241,5","480,34","-1,28"
2016-11-07,5,GPL,579,"147,27","104,41","327,32","10,84"
2016-11-07,3,Gasolio riscaldamento,"1.124,67","403,21","202,81","518,65","-31,32"
2016-11-07,6,O.C. fluido BTZ,"771,85","166,84","70,17","534,84","-15,32"
2016-11-07,8,O.C. denso BTZ,"330,68","31,39",0,"299,29","-32,21"
2016-11-14,1,Benzina,"1.473,9","728,4","265,79","479,71","-13,2"
2016-11-14,2,Gasolio auto,"1.323,48","617,4","238,66","467,42","-15,76"
2016-11-14,5,GPL,"584,9","147,27","105,47","332,16","5,9"
2016-11-14,3,Gasolio riscaldamento,"1.122,35","403,21","202,39","516,75","-2,32"
2016-11-14,6,O.C. fluido BTZ,"767,65","166,84","69,79","531,02","-4,2"
2016-11-14,8,O.C. denso BTZ,"334,61","31,39",0,"303,22","3,93"
2016-11-21,1,Benzina,"1.458,41","728,4","262,99","467,02","-15,49"
2016-11-21,2,Gasolio auto,"1.311,12","617,4","236,43","457,29","-12,36"
2016-11-21,5,GPL,"577,16","147,27","104,08","325,81","-7,74"
2016-11-21,3,Gasolio riscaldamento,"1.129,19","403,21","203,62","522,36","6,84"
2016-11-21,6,O.C. fluido BTZ,"730,27","166,84","66,39","497,04","-37,38"
2016-11-21,8,O.C. denso BTZ,"347,14","31,39",0,"315,75","12,53"
2016-11-28,1,Benzina,"1.468,14","728,4","264,75","474,99","9,73"
2016-11-28,2,Gasolio auto,"1.320,87","617,4","238,19","465,28","9,75"
2016-11-28,5,GPL,"580,55","147,27","104,69","328,59","3,39"
2016-11-28,3,Gasolio riscaldamento,"1.143,77","403,21","206,25","534,31","14,58"
2016-11-28,6,O.C. fluido BTZ,"742,25","166,84","67,48","507,93","11,98"
2016-11-28,8,O.C. denso BTZ,"364,03","31,39",0,"332,64","16,89"
2016-12-05,1,Benzina,"1.478,6","728,4","266,63","483,57","10,46"
2016-12-05,2,Gasolio auto,"1.332,67","617,4","240,32","474,95","11,8"
2016-12-05,5,GPL,"584,46","147,27","105,39","331,8","3,91"
