DATA_RILEVAZIONE,CODICE_PRODOTTO,NOME_PRODOTTO,PREZZO,ACCISA,IVA,NETTO,VARIAZIONE
2009-03-23,2,Gasolio auto,"1.026,5",423,"171,08","432,42","7,67"
2009-03-23,5,GPL,"565,77","125,27","94,29","346,21","-11,72"
2009-03-23,3,Gasolio riscaldamento,"988,31","403,21","164,72","420,38","16,47"
2009-03-23,6,O.C. fluido BTZ,"710,37","166,84","64,58","478,95","32,32"
2009-03-23,8,O.C. denso BTZ,"282,01","31,39",0,"250,62","-7,01"
2009-03-30,1,Benzina,"1.186,42",564,"197,74","424,68","21,94"
2009-03-30,2,Gasolio auto,"1.041,53",423,"173,59","444,94","15,03"
2009-03-30,5,GPL,"558,69","125,27","93,12","340,3","-7,08"
2009-03-30,3,Gasolio riscaldamento,"1.013,85","403,21","168,98","441,66","25,54"
2009-03-30,6,O.C. fluido BTZ,"765,67","166,84","69,61","529,22","55,3"
2009-03-30,8,O.C. denso BTZ,"292,67","31,39",0,"261,28","10,66"
2009-04-06,1,Benzina,"1.175,87",564,"195,98","415,89","-10,55"
2009-04-06,2,Gasolio auto,"1.032,3",423,"172,05","437,25","-9,23"
2009-04-06,5,GPL,"557,54","125,27","92,92","339,35","-1,15"
2009-04-06,3,Gasolio riscaldamento,"1.011,02","403,21","168,5","439,31","-2,83"
2009-04-06,6,O.C. fluido BTZ,"725,66","166,84","65,97","492,85","-40,01"
2009-04-06,8,O.C. denso BTZ,"291,61","31,39",0,"260,22","-1,06"
2009-04-20,1,Benzina,"1.196,31",564,"199,38","432,93","20,44"
2009-04-20,2,Gasolio auto,"1.051,82",423,"175,3","453,52","19,52"
2009-04-20,5,GPL,"546,62","125,27","91,1","330,25","-10,92"
2009-04-20,3,Gasolio riscaldamento,"1.015,36","403,21","169,23","442,92","4,34"
2009-04-20,6,O.C. fluido BTZ,"730,65","166,84","66,42","497,39","4,99"
2009-04-20,8,O.C. denso BTZ,"305,5","31,39",0,"274,11","13,89"
2009-04-27,1,Benzina,"1.197,58",564,"199,6","433,98","1,27"
2009-04-27,2,Gasolio auto,"1.055,19",423,"175,86","456,33","3,37"
2009-04-27,5,GPL,"545,03","125,27","90,84","328,92","-1,59"
2009-04-27,3,Gasolio riscaldamento,"1.000,09","403,21","166,68","430,2","-15,27"
2009-04-27,6,O.C. fluido BTZ,"724,49","166,84","65,86","491,79","-6,16"
2009-04-27,8,O.C. denso BTZ,"302,95","31,39",0,"271,56","-2,55"
2009-05-04,1,Benzina,"1.183,32",564,"197,22","422,1","-14,26"
2009-05-04,2,Gasolio auto,"1.051,86",423,"175,31","453,55","-3,33"
2009-05-04,5,GPL,"545,03","125,27","90,84","328,92",0
2009-05-04,3,Gasolio riscaldamento,"997,45","403,21","166,24",428,"-2,64"
2009-05-04,6,O.C. fluido BTZ,"723,03","166,84","65,73","490,46","-1,46"
2009-05-04,8,O.C. denso BTZ,"299,26","31,39",0,"267,87","-3,69"
2009-05-11,1,Benzina,"1.229,38",564,"204,9","460,48","46,06"
2009-05-11,2,Gasolio auto,"1.071,09",423,"178,51","469,58","19,23"
2009-05-11,5,GPL,"537,53","125,27","89,59","322,67","-7,5"
2009-05-11,3,Gasolio riscaldamento,"1.010,34","403,21","168,39","438,74","12,89"
2009-05-11,6,O.C. fluido BTZ,"744,43","166,84","67,68","509,91","21,4"
2009-05-11,8,O.C. denso BTZ,"325,68","31,39",0,"294,29","26,42"
2009-05-18,1,Benzina,"1.234,04",564,"205,67","464,37","4,66"
2009-05-18,2,Gasolio auto,"1.066,09",423,"177,68","465,41",-5
2009-05-18,5,GPL,"534,37","125,27","89,06","320,04","-3,16"
2009-05-18,3,Gasolio riscaldamento,"1.009,53","403,21","168,25","438,07","-0,81"
2009-05-18,6,O.C. fluido BTZ,"710,27","166,84","64,57","478,86","-34,16"
2009-05-18,8,O.C. denso BTZ,"332,5","31,39",0,"301,11","6,82"
2009-05-25,1,Benzina,"1.263,06",564,"210,51","488,55","29,02"
2009-05-25,2,Gasolio auto,"1.060,03",423,"176,67","460,36","-6,06"
2009-05-25,5,GPL,"535,24","125,27","89,21","320,76","0,87"
2009-05-25,3,Gasolio riscaldamento,"1.003,4","403,21","167,23","432,96","-6,13"
2009-05-25,6,O.C. fluido BTZ,"712,53","166,84","64,78","480,91","2,26"
2009-05-25,8,O.C. denso BTZ,"332,61","31,39",0,"301,22","0,11"
2009-06-01,1,Benzina,"1.275,81",564,"212,63","499,18","12,75"
2009-06-01,2,Gasolio auto,"1.064,7",423,"177,45","464,25","4,67"
2009-06-01,5,GPL,"539,27","125,27","89,88","324,12","4,03"
2009-06-01,3,Gasolio riscaldamento,"1.010,11","403,21","168,35","438,55","6,71"
2009-06-01,6,O.C. fluido BTZ,"742,69","166,84","67,52","508,33","30,16"
2009-06-01,8,O.C. denso BTZ,"334,08","31,39",0,"302,69","1,47"
2009-06-08,1,Benzina,"1.283,37",564,"213,89","505,48","7,56"
2009-06-08,2,Gasolio auto,"1.090,13",423,"181,69","485,44","25,43"
2009-06-08,5,GPL,"548,44","125,27","91,41","331,76","9,17"
2009-06-08,3,Gasolio riscaldamento,"1.041,53","403,21","173,59","464,73","31,42"
2009-06-08,6,O.C. fluido BTZ,"755,42","166,84","68,67","519,91","12,73"
2009-06-08,8,O.C. denso BTZ,"359,11","31,39",0,"327,72","25,03"
2009-06-15,1,Benzina,"1.305,07",564,"217,51","523,56","21,7"
2009-06-15,2,Gasolio auto,"1.109,55",423,"184,92","501,63","19,42"
2009-06-15,5,GPL,"551,88","125,27","91,98","334,63","3,44"
2009-06-15,3,Gasolio riscaldamento,"1.059,44","403,21","176,57","479,66","17,91"
2009-06-15,6,O.C. fluido BTZ,"763,35","166,84","69,4","527,11","7,93"
2009-06-15,8,O.C. denso BTZ,"367,55","31,39",0,"336,16","8,44"
2009-06-22,1,Benzina,"1.316,06",564,"219,34","532,72","10,99"
2009-06-22,2,Gasolio auto,"1.118,09",423,"186,35","508,74","8,54"
2009-06-22,5,GPL,"552,32","125,27","92,05",335,"0,44"
2009-06-22,3,Gasolio riscaldamento,"1.077,23","403,21","179,54","494,48","17,79"
2009-06-22,6,O.C. fluido BTZ,"775,31","166,84","70,48","537,99","11,96"
2009-06-22,8,O.C. denso BTZ,368,"31,39",0,"336,61","0,45"
2009-06-29,1,Benzina,"1.291,46",564,"215,24","512,22","-24,6"
2009-06-29,2,Gasolio auto,"1.101,62",423,"183,6","495,02","-16,47"
2009-06-29,5,GPL,"552,9","125,27","92,15","335,48","0,58"
2009-06-29,3,Gasolio riscaldamento,"1.062,21","403,21","177,03","481,97","-15,02"
2009-06-29,6,O.C. fluido BTZ,"768,34","166,84","69,85","531,65","-6,97"
2009-06-29,8,O.C. denso BTZ,"349,8","31,39",0,"318,41","-18,2"
2009-07-06,1,Benzina,"1.279,43",564,"213,24","502,19","-12,03"
2009-07-06,2,Gasolio auto,"1.096,17",423,"182,69","490,48","-5,45"
2009-07-06,5,GPL,"542,35","125,27","90,39","326,69","-10,55"
2009-07-06,3,Gasolio riscaldamento,"1.049,67","403,21","174,95","471,51","-12,54"
2009-07-06,6,O.C. fluido BTZ,"763,44","166,84","69,4","527,2","-4,9"
2009-07-06,8,O.C. denso BTZ,"358,69","31,39",0,"327,3","8,89"
2009-07-13,1,Benzina,"1.259,53",564,"209,92","485,61","-19,9"
2009-07-13,2,Gasolio auto,"1.074,66",423,"179,11","472,55","-21,51"
2009-07-13,5,GPL,"544,68","125,27","90,78","328,63","2,33"
2009-07-13,3,Gasolio riscaldamento,"1.026,89","403,21","171,15","452,53","-22,78"
2009-07-13,6,O.C. fluido BTZ,"750,02","166,84","68,18",515,"-13,42"
2009-07-13,8,O.C. denso BTZ,"345,5","31,39",0,"314,11","-13,19"
2009-07-20,1,Benzina,"1.251,29",564,"208,55","478,74","-8,24"
2009-07-20,2,Gasolio auto,"1.064,92",423,"177,49","464,43","-9,74"
2009-07-20,5,GPL,"545,39","125,27","90,9","329,22","0,71"
2009-07-20,3,Gasolio riscaldamento,"1.034,27","403,21","172,38","458,68","7,38"
2009-07-20,6,O.C. fluido BTZ,"760,09","166,84","69,1","524,15","10,07"
2009-07-20,8,O.C. denso BTZ,"362,83","31,39",0,"331,44","17,33"
2009-07-27,1,Benzina,"1.279,4",564,"213,23","502,17","28,11"
2009-07-27,2,Gasolio auto,"1.102,77",423,"183,79","495,98","37,85"
2009-07-27,5,GPL,"546,15","125,27","91,02","329,86","0,76"
2009-07-27,3,Gasolio riscaldamento,"1.054,86","403,21","175,81","475,84","20,59"
2009-07-27,6,O.C. fluido BTZ,"772,69","166,84","70,24","535,61","12,6"
2009-07-27,8,O.C. denso BTZ,"372,7","31,39",0,"341,31","9,87"
2009-08-03,1,Benzina,"1.280,03",564,"213,34","502,69","0,63"
2009-08-03,2,Gasolio auto,1.104,423,184,497,"1,23"
2009-08-03,5,GPL,"546,15","125,27","91,02","329,86",0
2009-08-03,3,Gasolio riscaldamento,"1.064,41","403,21","177,4","483,8","9,55"
2009-08-03,6,O.C. fluido BTZ,"777,31","166,84","70,66","539,81","4,62"
2009-08-03,8,O.C. denso BTZ,"370,7","31,39",0,"339,31",-2
2009-08-10,1,Benzina,"1.307,44",564,"217,91","525,53","27,41"
2009-08-10,2,Gasolio auto,"1.127,23",423,"187,87","516,36","23,23"
2009-08-10,5,GPL,"547,56","125,27","91,26","331,03","1,41"
2009-08-10,3,Gasolio riscaldamento,"1.076,23","403,21","179,37","493,65","11,82"
2009-08-10,6,O.C. fluido BTZ,"786,58","166,84","71,51","548,23","9,27"
2009-08-10,8,O.C. denso BTZ,"379,25","31,39",0,"347,86","8,55"
2009-08-17,1,Benzina,"1.303,9",564,"217,32","522,58","-3,54"
2009-08-17,2,Gasolio auto,"1.123,63",423,"187,27","513,36","-3,6"
2009-08-17,5,GPL,"547,14","125,27","91,19","330,68","-0,42"
2009-08-17,3,Gasolio riscaldamento,"1.073,56","403,21","178,93","491,42","-2,67"
2009-08-17,6,O.C. fluido BTZ,"783,95","166,84","71,27","545,84","-2,63"
2009-08-17,8,O.C. denso BTZ,"386,27","31,39",0,"354,88","7,02"
2009-08-24,1,Benzina,"1.296,28",564,"216,05","516,23","-7,62"
2009-08-24,2,Gasolio auto,"1.118,92",423,"186,49","509,43","-4,71"
2009-08-24,5,GPL,"545,73","125,27","90,96","329,5","-1,41"
2009-08-24,3,Gasolio riscaldamento,"1.074,6","403,21","179,1","492,29","1,04"
2009-08-24,6,O.C. fluido BTZ,"791,35","166,84","71,94","552,57","7,4"
2009-08-24,8,O.C. denso BTZ,"391,86","31,39",0,"360,47","5,59"
2009-08-31,1,Benzina,"1.292,07",564,"215,34","512,73","-4,21"
2009-08-31,2,Gasolio auto,"1.116,85",423,"186,14","507,71","-2,07"
2009-08-31,5,GPL,"545,73","125,27","90,96","329,5",0
2009-08-31,3,Gasolio riscaldamento,"1.068,32","403,21","178,05","487,06","-6,28"
2009-08-31,6,O.C. fluido BTZ,"782,89","166,84","71,17","544,88","-8,46"
2009-08-31,8,O.C. denso BTZ,"393,1","31,39",0,"361,71","1,24"
2009-09-07,1,Benzina,"1.272,05",564,"212,01","496,04","-20,02"
2009-09-07,2,Gasolio auto,"1.094,85",423,"182,47","489,38",-22
2009-09-07,5,GPL,"545,73","125,27","90,96","329,5",0
2009-09-07,3,Gasolio riscaldamento,"1.049,25","403,21","174,88","471,16","-19,07"
2009-09-07,6,O.C. fluido BTZ,"773,1","166,84","70,28","535,98","-9,79"
2009-09-07,8,O.C. denso BTZ,"374,37","31,39",0,"342,98","-18,73"
2009-09-14,1,Benzina,"1.270,04",564,"211,67","494,37","-2,01"
2009-09-14,2,Gasolio auto,"1.092,99",423,"182,16","487,83","-1,86"
2009-09-14,5,GPL,"545,73","125,27","90,96","329,5",0
2009-09-14,3,Gasolio riscaldamento,"1.049,76","403,21","174,96","471,59","0,51"
2009-09-14,6,O.C. fluido BTZ,"771,34","166,84","70,12","534,38","-1,76"
2009-09-14,8,O.C. denso BTZ,"371,88","31,39",0,"340,49","-2,49"
2009-09-21,1,Benzina,"1.267,19",564,"211,2","491,99","-2,85"
2009-09-21,2,Gasolio auto,"1.091,4",423,"181,9","486,5","-1,59"
2009-09-21,5,GPL,"545,11","125,27","90,85","328,99","-0,62"
2009-09-21,3,Gasolio riscaldamento,"1.051,16","403,21","175,19","472,76","1,4"
2009-09-21,6,O.C. fluido BTZ,"777,24","166,84","70,66","539,74","5,9"
2009-09-21,8,O.C. denso BTZ,"377,76","31,39",0,"346,37","5,88"
2009-09-28,1,Benzina,1.241,564,"206,83","470,17","-26,19"
2009-09-28,2,Gasolio auto,"1.075,68",423,"179,28","473,4","-15,72"
2009-09-28,5,GPL,"545,11","125,27","90,85","328,99",0
2009-09-28,3,Gasolio riscaldamento,"1.036,54","403,21","172,76","460,57","-14,62"
2009-09-28,6,O.C. fluido BTZ,"759,57","166,84","69,05","523,68","-17,67"
2009-09-28,8,O.C. denso BTZ,"362,96","31,39",0,"331,57","-14,8"
2009-10-05,1,Benzina,"1.236,39",564,"206,06","466,33","-4,61"
2009-10-05,2,Gasolio auto,"1.079,16",423,"179,86","476,3","3,48"
2009-10-05,5,GPL,"545,1","125,27","90,85","328,98","-0,01"
2009-10-05,3,Gasolio riscaldamento,"1.037,97","403,21",173,"461,76","1,43"
2009-10-05,6,O.C. fluido BTZ,"758,97","166,84",69,"523,13","-0,6"
2009-10-05,8,O.C. denso BTZ,"369,7","31,39",0,"338,31","6,74"
2009-10-12,1,Benzina,"1.251,18",564,"208,53","478,65","14,79"
2009-10-12,2,Gasolio auto,"1.086,55",423,"181,09","482,46","7,39"
2009-10-12,5,GPL,"545,11","125,27","90,85","328,99","0,01"
2009-10-12,3,Gasolio riscaldamento,"1.044,08","403,21","174,01","466,86","6,11"
2009-10-12,6,O.C. fluido BTZ,"768,63","166,84","69,88","531,91","9,66"
2009-10-12,8,O.C. denso BTZ,"368,62","31,39",0,"337,23","-1,08"
2009-10-19,1,Benzina,"1.264,46",564,"210,74","489,72","13,28"
2009-10-19,2,Gasolio auto,"1.106,49",423,"184,42","499,07","19,94"
2009-10-19,5,GPL,"545,11","125,27","90,85","328,99",0
2009-10-19,3,Gasolio riscaldamento,"1.070,53","403,21","178,42","488,9","26,45"
2009-10-19,6,O.C. fluido BTZ,"778,31","166,84","70,76","540,71","9,68"
2009-10-19,8,O.C. denso BTZ,"375,41","31,39",0,"344,02","6,79"
2009-10-26,1,Benzina,"1.286,54",564,"214,42","508,12","22,08"
2009-10-26,2,Gasolio auto,"1.126,57",423,"187,76","515,81","20,08"
2009-10-26,5,GPL,"545,11","125,27","90,85","328,99",0
2009-10-26,3,Gasolio riscaldamento,"1.088,65","403,21","181,44",504,"18,12"
2009-10-26,6,O.C. fluido BTZ,"795,37","166,84","72,31","556,22","17,06"
2009-10-26,8,O.C. denso BTZ,"397,41","31,39",0,"366,02",22
2009-11-02,1,Benzina,"1.294,88",564,"215,81","515,07","8,34"
2009-11-02,2,Gasolio auto,"1.134,57",423,"189,1","522,47",8
2009-11-02,5,GPL,"543,67","125,27","90,61","327,79","-1,44"
2009-11-02,3,Gasolio riscaldamento,"1.098,66","403,21","183,11","512,34","10,01"
2009-11-02,6,O.C. fluido BTZ,"797,99","166,84","72,54","558,61","2,62"
2009-11-02,8,O.C. denso BTZ,"406,5","31,39",0,"375,11","9,09"
2009-11-09,1,Benzina,"1.293,08",564,"215,51","513,57","-1,8"
2009-11-09,2,Gasolio auto,"1.129,46",423,"188,24","518,22","-5,11"
2009-11-09,5,GPL,"567,7","125,27","94,62","347,81","24,03"
2009-11-09,3,Gasolio riscaldamento,"1.093,7","403,21","182,28","508,21","-4,96"
2009-11-09,6,O.C. fluido BTZ,"798,56","166,84","72,6","559,12","0,57"
2009-11-09,8,O.C. denso BTZ,"400,11","31,39",0,"368,72","-6,39"
2009-11-16,1,Benzina,"1.282,61",564,"213,77","504,84","-10,47"
2009-11-16,2,Gasolio auto,"1.116,63",423,"186,1","507,53","-12,83"
2009-11-16,5,GPL,"582,08","125,27","97,01","359,8","14,38"
2009-11-16,3,Gasolio riscaldamento,"1.082,97","403,21","180,49","499,27","-10,73"
2009-11-16,6,O.C. fluido BTZ,"791,66","166,84","71,97","552,85","-6,9"
2009-11-16,8,O.C. denso BTZ,"397,67","31,39",0,"366,28","-2,44"
2009-11-23,1,Benzina,"1.288,77",564,"214,79","509,98","6,16"
2009-11-23,2,Gasolio auto,"1.124,63",423,"187,44","514,19",8
2009-11-23,5,GPL,"587,8","125,27","97,97","364,56","5,72"
2009-11-23,3,Gasolio riscaldamento,"1.083,77","403,21","180,63","499,93","0,8"
2009-11-23,6,O.C. fluido BTZ,"796,31","166,84","72,39","557,08","4,65"
2009-11-23,8,O.C. denso BTZ,"400,08","31,39",0,"368,69","2,41"
2009-11-30,1,Benzina,"1.281,29",564,"213,55","503,74","-7,48"
2009-11-30,2,Gasolio auto,"1.117,5",423,"186,25","508,25","-7,13"
2009-11-30,5,GPL,"592,98","125,27","98,83","368,88","5,18"
2009-11-30,3,Gasolio riscaldamento,"1.078,11","403,21","179,68","495,22","-5,66"
2009-11-30,6,O.C. fluido BTZ,"791,22","166,84","71,93","552,45","-5,09"
2009-11-30,8,O.C. denso BTZ,"395,65","31,39",0,"364,26","-4,43"
2009-12-07,1,Benzina,"1.281,07",564,"213,51","503,56","-0,22"
2009-12-07,2,Gasolio auto,"1.118,06",423,"186,34","508,72","0,56"
2009-12-07,5,GPL,"593,62","125,27","98,94","369,41","0,64"
2009-12-07,3,Gasolio riscaldamento,"1.079,27","403,21","179,88","496,18","1,16"
2009-12-07,6,O.C. fluido BTZ,"792,78","166,84","72,07","553,87","1,56"
2009-12-07,8,O.C. denso BTZ,"395,19","31,39",0,"363,8","-0,46"
2009-12-14,1,Benzina,"1.270,31",564,"211,72","494,59","-10,76"
2009-12-14,2,Gasolio auto,"1.108,88",423,"184,81","501,07","-9,18"
2009-12-14,5,GPL,"596,08","125,27","99,35","371,46","2,46"
2009-12-14,3,Gasolio riscaldamento,"1.073,08","403,21","178,85","491,02","-6,19"
2009-12-14,6,O.C. fluido BTZ,"781,5","166,84","71,05","543,61","-11,28"
2009-12-14,8,O.C. denso BTZ,"386,97","31,39",0,"355,58","-8,22"
2009-12-21,1,Benzina,"1.263,98",564,"210,66","489,32","-6,33"
2009-12-21,2,Gasolio auto,"1.113,34",423,"185,56","504,78","4,46"
2009-12-21,5,GPL,"603,75","125,27","100,62","377,86","7,67"
2009-12-21,3,Gasolio riscaldamento,"1.088,21","403,21","181,37","503,63","15,13"
2009-12-21,6,O.C. fluido BTZ,"793,13","166,84","72,1","554,19","11,63"
2009-12-21,8,O.C. denso BTZ,"391,98","31,39",0,"360,59","5,01"
2009-12-28,1,Benzina,"1.272,03",564,212,"496,03","8,05"
2009-12-28,2,Gasolio auto,"1.116,97",423,"186,16","507,81","3,63"
2009-12-28,5,GPL,"604,17","125,27","100,69","378,21","0,42"
2009-12-28,3,Gasolio riscaldamento,"1.094,83","403,21","182,47","509,15","6,62"
2009-12-28,6,O.C. fluido BTZ,"797,31","166,84","72,48","557,99","4,18"
2009-12-28,8,O.C. denso BTZ,"402,02","31,39",0,"370,63","10,04"
2010-01-04,1,Benzina,"1.293,97",564,"215,66","514,31","21,94"
2010-01-04,2,Gasolio auto,"1.135,46",423,"189,24","523,22","18,49"
2010-01-04,5,GPL,"608,08","125,27","101,35","381,46","3,91"
2010-01-04,3,Gasolio riscaldamento,"1.108,27","403,21","184,71","520,35","13,44"
2010-01-04,6,O.C. fluido BTZ,"804,79","166,84","73,16","564,79","7,48"
2010-01-04,8,O.C. denso BTZ,"406,28","31,39",0,"374,89","4,26"
2010-01-11,1,Benzina,"1.310,76",564,"218,46","528,3","16,79"
2010-01-11,2,Gasolio auto,"1.152,97",423,"192,16","537,81","17,51"
2010-01-11,5,GPL,"612,98","125,27","102,16","385,55","4,9"
2010-01-11,3,Gasolio riscaldamento,"1.137,6","403,21","189,6","544,79","29,33"
2010-01-11,6,O.C. fluido BTZ,"827,21","166,84","75,2","585,17","22,42"
2010-01-11,8,O.C. denso BTZ,"428,15","31,39",0,"396,76","21,87"
2010-01-18,1,Benzina,"1.315,94",564,"219,32","532,62","5,18"
2010-01-18,2,Gasolio auto,"1.157,52",423,"192,92","541,6","4,55"
2010-01-18,5,GPL,"622,23","125,27","103,7","393,26","9,25"
2010-01-18,3,Gasolio riscaldamento,"1.124,46","403,21","187,41","533,84","-13,14"
2010-01-18,6,O.C. fluido BTZ,"813,78","166,84","73,98","572,96","-13,43"
2010-01-18,8,O.C. denso BTZ,"411,95","31,39",0,"380,56","-16,2"
2010-01-25,1,Benzina,"1.313,83",564,"218,97","530,86","-2,11"
2010-01-25,2,Gasolio auto,"1.147,15",423,"191,19","532,96","-10,37"
2010-01-25,5,GPL,"624,2","125,27","104,03","394,9","1,97"
2010-01-25,3,Gasolio riscaldamento,"1.119,99","403,21","186,66","530,12","-4,47"
2010-01-25,6,O.C. fluido BTZ,"810,33","166,84","73,67","569,82","-3,45"
2010-01-25,8,O.C. denso BTZ,"409,47","31,39",0,"378,08","-2,48"
2010-02-01,1,Benzina,"1.312,6",564,"218,77","529,83","-1,23"
2010-02-01,2,Gasolio auto,"1.136,04",423,"189,34","523,7","-11,11"
2010-02-01,5,GPL,"625,72","125,27","104,29","396,16","1,52"
2010-02-01,3,Gasolio riscaldamento,"1.108,19","403,21","184,7","520,28","-11,8"
2010-02-01,6,O.C. fluido BTZ,"807,68","166,84","73,43","567,41","-2,65"
2010-02-01,8,O.C. denso BTZ,"410,4","31,39",0,"379,01","0,93"
2010-02-08,1,Benzina,"1.320,82",564,"220,14","536,68","8,22"
2010-02-08,2,Gasolio auto,"1.142,94",423,"190,49","529,45","6,9"
2010-02-08,5,GPL,"637,05","125,27","106,18","405,6","11,33"
2010-02-08,3,Gasolio riscaldamento,"1.114,04","403,21","185,67","525,16","5,85"
2010-02-08,6,O.C. fluido BTZ,"807,37","166,84","73,4","567,13","-0,31"
2010-02-08,8,O.C. denso BTZ,"408,19","31,39",0,"376,8","-2,21"
2010-02-15,1,Benzina,"1.306,98",564,"217,83","525,15","-13,84"
2010-02-15,2,Gasolio auto,"1.135,23",423,"189,2","523,03","-7,71"
2010-02-15,5,GPL,"646,19","125,27","107,7","413,22","9,14"
2010-02-15,3,Gasolio riscaldamento,"1.109,37","403,21","184,89","521,27","-4,67"
2010-02-15,6,O.C. fluido BTZ,"814,66","166,84","74,06","573,76","7,29"
2010-02-15,8,O.C. denso BTZ,"409,58","31,39",0,"378,19","1,39"
2010-02-22,1,Benzina,"1.311,1",564,"218,52","528,58","4,12"
2010-02-22,2,Gasolio auto,"1.155,08",423,"192,51","539,57","19,85"
2010-02-22,5,GPL,"655,77","125,27","109,29","421,21","9,58"
2010-02-22,3,Gasolio riscaldamento,"1.126,13","403,21","187,69","535,23","16,76"
2010-02-22,6,O.C. fluido BTZ,"830,64","166,84","75,51","588,29","15,98"
2010-02-22,8,O.C. denso BTZ,"416,92","31,39",0,"385,53","7,34"
2010-03-01,1,Benzina,"1.333,18",564,"222,2","546,98","22,08"
2010-03-01,2,Gasolio auto,"1.180,87",423,"196,81","561,06","25,79"
2010-03-01,5,GPL,"655,86","125,27","109,31","421,28","0,09"
2010-03-01,3,Gasolio riscaldamento,"1.132,89","403,21","188,81","540,87","6,76"
2010-03-01,6,O.C. fluido BTZ,"823,29","166,84","74,84","581,61","-7,35"
2010-03-01,8,O.C. denso BTZ,"404,71","31,39",0,"373,32","-12,21"
2010-03-08,1,Benzina,"1.352,43",564,"225,4","563,03","19,25"
2010-03-08,2,Gasolio auto,"1.181,81",423,"196,97","561,84","0,94"
2010-03-08,5,GPL,"655,88","125,27","109,31","421,3","0,02"
2010-03-08,3,Gasolio riscaldamento,"1.144,92","403,21","190,82","550,89","12,03"
2010-03-08,6,O.C. fluido BTZ,"826,76","166,84","75,16","584,76","3,47"
2010-03-08,8,O.C. denso BTZ,"418,08","31,39",0,"386,69","13,37"
2010-03-15,1,Benzina,"1.363,15",564,"227,19","571,96","10,72"
2010-03-15,2,Gasolio auto,"1.189,53",423,"198,25","568,28","7,72"
2010-03-15,5,GPL,"655,9","125,27","109,32","421,31","0,02"
2010-03-15,3,Gasolio riscaldamento,"1.153,36","403,21","192,23","557,92","8,44"
2010-03-15,6,O.C. fluido BTZ,"829,5","166,84","75,41","587,25","2,74"
2010-03-15,8,O.C. denso BTZ,"419,6","31,39",0,"388,21","1,52"
2010-03-22,1,Benzina,"1.376,49",564,"229,41","583,08","13,34"
2010-03-22,2,Gasolio auto,"1.200,84",423,"200,14","577,7","11,31"
2010-03-22,5,GPL,"656,47","125,27","109,41","421,79","0,57"
2010-03-22,3,Gasolio riscaldamento,"1.159,05","403,21","193,17","562,67","5,69"
2010-03-22,6,O.C. fluido BTZ,"835,82","166,84","75,98",593,"6,32"
2010-03-22,8,O.C. denso BTZ,"426,96","31,39",0,"395,57","7,36"
2010-03-29,1,Benzina,"1.377,49",564,"229,58","583,91",1
2010-03-29,2,Gasolio auto,"1.201,89",423,"200,32","578,57","1,05"
2010-03-29,5,GPL,"662,12","125,27","110,35","426,5","5,65"
2010-03-29,3,Gasolio riscaldamento,"1.163,68","403,21","193,95","566,52","4,63"
2010-03-29,6,O.C. fluido BTZ,"844,16","166,84","76,74","600,58","8,34"
2010-03-29,8,O.C. denso BTZ,"438,14","31,39",0,"406,75","11,18"
2010-04-12,1,Benzina,"1.392,62",564,"232,1","596,52","15,13"
2010-04-12,2,Gasolio auto,"1.219,94",423,"203,32","593,62","18,05"
2010-04-12,5,GPL,"662,55","125,27","110,42","426,86","0,43"
2010-04-12,3,Gasolio riscaldamento,"1.187,9","403,21","197,98","586,71","24,22"
2010-04-12,6,O.C. fluido BTZ,"857,66","166,84","77,97","612,85","13,5"
2010-04-12,8,O.C. denso BTZ,"450,75","31,39",0,"419,36","12,61"
2010-04-19,1,Benzina,"1.392,12",564,"232,02","596,1","-0,5"
2010-04-19,2,Gasolio auto,"1.223,21",423,"203,87","596,34","3,27"
2010-04-19,5,GPL,"658,93","125,27","109,82","423,84","-3,62"
2010-04-19,3,Gasolio riscaldamento,"1.193,62","403,21","198,94","591,47","5,72"
2010-04-19,6,O.C. fluido BTZ,"863,04","166,84","78,46","617,74","5,38"
2010-04-19,8,O.C. denso BTZ,"456,16","31,39",0,"424,77","5,41"
2010-04-26,1,Benzina,"1.389,67",564,"231,61","594,06","-2,45"
2010-04-26,2,Gasolio auto,"1.230,4",423,"205,07","602,33","7,19"
2010-04-26,5,GPL,"659,15","125,27","109,86","424,02","0,22"
2010-04-26,3,Gasolio riscaldamento,"1.200,89","403,21","200,15","597,53","7,27"
2010-04-26,6,O.C. fluido BTZ,"862,81","166,84","78,44","617,53","-0,23"
2010-04-26,8,O.C. denso BTZ,"455,98","31,39",0,"424,59","-0,18"
2010-05-03,1,Benzina,"1.404,64",564,"234,11","606,53","14,97"
2010-05-03,2,Gasolio auto,"1.247,62",423,"207,94","616,68","17,22"
2010-05-03,5,GPL,"659,17","125,27","109,86","424,04","0,02"
2010-05-03,3,Gasolio riscaldamento,"1.212,56","403,21","202,09","607,26","11,67"
2010-05-03,6,O.C. fluido BTZ,"867,05","166,84","78,82","621,39","4,24"
2010-05-03,8,O.C. denso BTZ,"461,75","31,39",0,"430,36","5,77"
2010-05-10,1,Benzina,"1.399,64",564,"233,27","602,37",-5
2010-05-10,2,Gasolio auto,"1.245,73",423,"207,62","615,11","-1,89"
2010-05-10,5,GPL,"659,37","125,27","109,89","424,21","0,2"
2010-05-10,3,Gasolio riscaldamento,"1.203,96","403,21","200,66","600,09","-8,6"
