metodo,mode,detect_target,evento,carburante,shock,break_date,break_method,pre_win_days,post_win_days,n_pre,n_post,pre_std_eurl,extra_mean_eurl,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,ts_slope,ts_intercept,ts_slope_ci_low,ts_slope_ci_high,pseudo_r2,boot_n,boot_sd_meur,boot_block_len,ci_type,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,diag_n_lags,note
v7_theilsen,fixed,fixed,Ucraina (Feb 2022),benzina,2022-02-24,2022-02-24,fixed_at_shock,40,40,40,38,0.01194,0.07731,78.3,51.8,108.6,-0.000216,0.18331,-0.00053,0.000225,0.0719,2000,14.22,7,block_bootstrap_95pct,0.9467,0.0583,63.431,0.0,26.563,0.0031,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Ucraina (Feb 2022),gasolio,2022-02-24,2022-02-24,fixed_at_shock,40,40,40,38,0.014676,0.01397,41.4,-33.6,126.5,0.00064,0.16629,0.000215,0.001015,0.2295,2000,40.4,7,block_bootstrap_95pct,0.9555,0.1175,37.188,0.0001,23.938,0.0078,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-13,fixed_at_shock,40,40,40,40,0.008981,0.01886,27.6,0.8,58.6,7.2e-05,0.23843,-0.000226,0.000377,0.0232,2000,14.91,7,block_bootstrap_95pct,0.9108,0.004,62.922,0.0,31.26,0.0005,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-13,fixed_at_shock,40,40,40,40,0.016316,0.02251,85.7,-2.1,180.4,-0.000808,0.20959,-0.001132,-0.00041,0.2857,2000,44.46,7,block_bootstrap_95pct,0.9217,0.0087,69.619,0.0,25.358,0.0047,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-28,fixed_at_shock,40,40,40,32,0.008237,0.01388,14.3,1.4,25.9,-0.000249,0.27323,-0.000463,1.2e-05,0.1843,2000,6.23,7,block_bootstrap_95pct,0.9471,0.0605,22.09,0.0147,17.224,0.0696,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Hormuz (Feb 2026),gasolio,2026-02-28,2026-02-28,fixed_at_shock,40,40,40,32,0.014983,-0.03063,-77.9,-137.7,-18.9,-3.7e-05,0.22303,-0.00045,0.000445,0.0023,2000,29.66,7,block_bootstrap_95pct,0.9598,0.1647,38.0,0.0,25.703,0.0042,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
