metodo,mode,break_method,covariate,evento,carburante,shock,break_date,pre_win_days,post_win_days,n_pre,n_post,abs_effect_avg_eurl,abs_effect_lo_eurl,abs_effect_hi_eurl,abs_effect_cum_eurl,rel_effect_pct,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,p_value_bayesian,posterior_prob_pct,ci_type,note
v5_causalimpact,fixed,fixed_at_shock,none,Ucraina (Feb 2022),benzina,2022-02-24,2022-02-24,40,40,40,41,0.07203,-0.00613,0.15019,2.9532,37.81,78.8,-6.7,164.3,0.0354,96.5,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=fixed, consumi giornalieri reali"
v5_causalimpact,fixed,fixed_at_shock,none,Ucraina (Feb 2022),gasolio,2022-02-24,2022-02-24,40,40,40,41,0.03408,-0.06107,0.12922,1.3972,19.89,109.6,-197.0,416.2,0.2413,75.9,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=fixed, consumi giornalieri reali"
v5_causalimpact,fixed,fixed_at_shock,none,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-13,40,40,40,41,0.04721,-0.12359,0.21801,1.9354,22.31,71.1,-189.6,331.8,0.294,70.6,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=fixed, consumi giornalieri reali"
v5_causalimpact,fixed,fixed_at_shock,none,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-13,40,40,40,41,0.03791,-0.05499,0.1308,1.5541,21.21,147.4,-212.2,507.1,0.2119,78.8,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=fixed, consumi giornalieri reali"
v5_causalimpact,fixed,fixed_at_shock,none,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-28,40,40,40,41,0.03499,-0.03211,0.10209,1.4344,13.56,46.3,-42.5,135.0,0.1534,84.7,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=fixed, consumi giornalieri reali"
v5_causalimpact,fixed,fixed_at_shock,none,Hormuz (Feb 2026),gasolio,2026-02-28,2026-02-28,40,40,40,41,0.00348,-0.11267,0.11963,0.1427,1.77,11.3,-367.4,390.1,0.4766,52.3,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=fixed, consumi giornalieri reali"
