metodo,mode,break_method,covariate,evento,carburante,shock,break_date,pre_win_days,post_win_days,n_pre,n_post,abs_effect_avg_eurl,abs_effect_lo_eurl,abs_effect_hi_eurl,abs_effect_cum_eurl,rel_effect_pct,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,p_value_bayesian,posterior_prob_pct,ci_type,note
v5_causalimpact,detected,glm_poisson_02c,none,Ucraina (Feb 2022),benzina,2022-02-24,2022-03-09,40,40,40,41,-0.39738,-1.42909,0.63433,-16.2927,-59.91,-446.1,-1604.6,712.4,0.7749,22.5,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Ucraina (Feb 2022),gasolio,2022-02-24,2022-03-11,40,40,40,41,0.31527,-0.11983,0.75037,12.9262,-480.19,1009.5,-381.0,2399.9,0.0778,92.2,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-20,40,40,40,41,0.01184,-0.07452,0.09821,0.4856,4.72,17.3,-115.4,150.1,0.394,60.6,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-02,40,40,40,41,-0.01333,-0.09113,0.06447,-0.5467,-5.87,-48.6,-341.8,244.6,0.6315,36.8,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-26,40,40,40,41,-0.00792,-0.07067,0.05484,-0.3246,-2.8,-10.4,-93.4,72.5,0.5977,40.2,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Hormuz (Feb 2026),gasolio,2026-02-28,2026-03-02,40,40,40,41,-0.02833,-0.14253,0.08588,-1.1615,-13.24,-92.4,-464.8,280.0,0.6866,31.3,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
