metodo,mode,break_method,evento,carburante,shock,break_date,break_score_naive,pre_win_days,post_win_days,n_pre,n_post,pre_std_eurl,extra_mean_eurl,extra_sum_eurl,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,r2_ols,slope_eurl_day,ci_type,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,diag_n_lags,note
v1_naive,detected,glm_poisson_02c,Ucraina (Feb 2022),benzina,2022-02-24,2022-03-09,,40,40,40,25,0.034256,0.19889,4.9722,132.5,86.9,178.0,0.243,-0.001444,OLS_iid_95pct,0.968,0.3109,46.656,0.0,28.953,0.0013,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Ucraina (Feb 2022),gasolio,2022-02-24,2022-03-11,,40,40,40,23,0.088585,0.34949,8.0383,631.9,352.5,911.4,0.4161,-0.004888,OLS_iid_95pct,0.9532,0.0979,74.118,0.0,33.25,0.0002,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-21,,40,40,40,32,0.007531,0.03322,1.0629,38.9,18.8,59.0,0.0495,-0.000143,OLS_iid_95pct,0.915,0.0054,29.851,0.0009,17.733,0.0596,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-24,,40,40,40,29,0.023248,0.07063,2.0481,192.8,90.5,295.1,0.5157,-0.001428,OLS_iid_95pct,0.8935,0.0012,27.394,0.0023,18.735,0.0438,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Hormuz (Feb 2026),benzina,2026-02-28,2026-03-17,,40,40,40,15,0.016857,0.07914,1.187,38.3,23.5,53.1,0.3272,-0.000825,OLS_iid_95pct,0.9576,0.1389,33.555,0.0002,18.651,0.0449,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Hormuz (Feb 2026),gasolio,2026-02-28,2026-03-02,,40,40,40,30,0.015069,-0.02467,-0.7401,-58.9,-141.4,23.7,0.0096,-0.000126,OLS_iid_95pct,0.9685,0.3227,37.356,0.0,25.424,0.0046,10,"OLS naïve, residui i.i.d., mode=detected"
