metodo,mode,detect_target,evento,carburante,shock,break_date,break_method,pre_win_days,post_win_days,n_pre,n_post,pre_std_eurl,extra_mean_eurl,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,ts_slope,ts_intercept,ts_slope_ci_low,ts_slope_ci_high,pseudo_r2,boot_n,boot_sd_meur,boot_block_len,ci_type,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,diag_n_lags,note
v7_theilsen,detected,margin,Ucraina (Feb 2022),benzina,2022-02-24,2022-03-09,glm_poisson_02c,40,40,40,25,0.034256,0.09257,61.9,32.5,98.5,-0.000347,0.16962,-0.001659,0.000524,0.0955,2000,15.91,7,block_bootstrap_95pct,0.8481,0.0001,55.147,0.0,28.953,0.0013,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=detected, detect=margin, B=2000, L=7"
v7_theilsen,detected,margin,Ucraina (Feb 2022),gasolio,2022-02-24,2022-03-11,glm_poisson_02c,40,40,40,23,0.088585,0.15929,287.8,105.1,582.4,-0.002172,0.09981,-0.004816,0.000374,0.2472,2000,119.55,7,block_bootstrap_95pct,0.8504,0.0001,78.531,0.0,33.25,0.0002,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=detected, detect=margin, B=2000, L=7"
v7_theilsen,detected,margin,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-20,glm_poisson_02c,40,40,40,33,0.009208,0.02786,33.5,9.0,57.3,4.2e-05,0.2358,-0.000352,0.000348,0.0141,2000,12.86,7,block_bootstrap_95pct,0.9424,0.0417,84.392,0.0,31.337,0.0005,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=detected, detect=margin, B=2000, L=7"
v7_theilsen,detected,margin,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-02,glm_poisson_02c,40,40,40,51,0.012328,0.00241,13.4,-123.6,108.1,-0.00046,0.22434,-0.000737,-0.000207,0.2552,2000,56.4,7,block_bootstrap_95pct,0.973,0.4453,68.495,0.0,23.957,0.0077,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=detected, detect=margin, B=2000, L=7"
v7_theilsen,detected,margin,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-26,glm_poisson_02c,40,40,40,34,0.007728,-0.00913,-10.0,-26.0,4.0,-0.000153,0.27552,-0.000395,5.4e-05,0.1107,2000,7.44,7,block_bootstrap_95pct,0.9619,0.1947,30.97,0.0006,20.731,0.023,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=detected, detect=margin, B=2000, L=7"
v7_theilsen,detected,margin,Hormuz (Feb 2026),gasolio,2026-02-28,2026-03-02,glm_poisson_02c,40,40,40,30,0.015069,-0.04992,-119.1,-176.0,-61.3,-8.7e-05,0.22152,-0.000531,0.000445,0.0082,2000,29.17,7,block_bootstrap_95pct,0.9676,0.3014,37.707,0.0,25.424,0.0046,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=detected, detect=margin, B=2000, L=7"
