metodo,mode,break_method,evento,carburante,shock,break_date,break_score_naive,pre_win_days,post_win_days,n_pre,n_post,pre_std_eurl,extra_mean_eurl,extra_sum_eurl,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,r2_ols,slope_eurl_day,ci_type,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,diag_n_lags,note
v1_naive,detected,glm_poisson_02c,Ucraina (Feb 2022),benzina,2022-02-24,2022-03-09,,40,40,40,25,0.034256,0.13927,3.4817,93.1,47.5,138.6,0.243,-0.001444,OLS_iid_95pct,0.968,0.3109,46.656,0.0,28.953,0.0013,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Ucraina (Feb 2022),gasolio,2022-02-24,2022-03-11,,40,40,40,23,0.088585,0.28469,6.5479,514.4,234.9,793.8,0.4161,-0.004888,OLS_iid_95pct,0.9532,0.0979,74.118,0.0,33.25,0.0002,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-20,,40,40,40,33,0.009208,0.0258,0.8513,31.0,5.3,56.7,0.0256,0.000126,OLS_iid_95pct,0.9392,0.0325,88.801,0.0,31.337,0.0005,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-02,,40,40,40,51,0.012328,0.00436,0.2221,22.7,-99.4,144.9,0.2692,-0.000547,OLS_iid_95pct,0.9814,0.7403,72.504,0.0,23.957,0.0077,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-26,,40,40,40,34,0.007728,-0.00582,-0.1979,-6.4,-24.8,12.1,0.1262,-0.000235,OLS_iid_95pct,0.9614,0.1862,31.175,0.0005,20.731,0.023,10,"OLS naïve, residui i.i.d., mode=detected"
v1_naive,detected,glm_poisson_02c,Hormuz (Feb 2026),gasolio,2026-02-28,2026-03-02,,40,40,40,30,0.015069,-0.04486,-1.3457,-107.0,-189.6,-24.5,0.0096,-0.000126,OLS_iid_95pct,0.9685,0.3227,37.356,0.0,25.424,0.0046,10,"OLS naïve, residui i.i.d., mode=detected"
