metodo,mode,break_method,covariate,evento,carburante,shock,break_date,pre_win_days,post_win_days,n_pre,n_post,abs_effect_avg_eurl,abs_effect_lo_eurl,abs_effect_hi_eurl,abs_effect_cum_eurl,rel_effect_pct,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,p_value_bayesian,posterior_prob_pct,ci_type,note
v5_causalimpact,detected,glm_poisson_02c,none,Ucraina (Feb 2022),benzina,2022-02-24,2022-03-09,40,40,40,41,-0.36103,-1.39274,0.67068,-14.8022,-54.43,-406.7,-1565.2,751.8,0.7536,24.6,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Ucraina (Feb 2022),gasolio,2022-02-24,2022-03-11,40,40,40,41,0.35163,-0.08347,0.78673,14.4166,-535.56,1127.0,-263.4,2517.5,0.0566,94.3,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-21,40,40,40,41,-0.14985,-0.5093,0.2096,-6.144,-36.35,-231.3,-785.7,323.1,0.7931,20.7,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-24,40,40,40,41,0.03149,-0.0867,0.14967,1.291,16.06,119.3,-334.9,573.4,0.3008,69.9,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Hormuz (Feb 2026),benzina,2026-02-28,2026-03-17,40,40,40,41,0.11012,-0.02563,0.24587,4.5149,51.19,145.7,-33.9,325.2,0.0559,94.4,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
v5_causalimpact,detected,glm_poisson_02c,none,Hormuz (Feb 2026),gasolio,2026-02-28,2026-03-02,40,40,40,41,-0.01356,-0.12776,0.10065,-0.5559,-6.34,-44.2,-416.6,328.2,0.592,40.8,BSTS_bayesian_95pct,"BSTS CausalImpact, baseline pre-shock, cov=none, mode=detected, consumi giornalieri reali"
