metodo,mode,detect_target,evento,carburante,shock,break_date,break_method,pre_win_days,post_win_days,n_pre,n_post,pre_std_eurl,extra_mean_eurl,gain_total_meur,gain_ci_low_meur,gain_ci_high_meur,ts_slope,ts_intercept,ts_slope_ci_low,ts_slope_ci_high,pseudo_r2,boot_n,boot_sd_meur,boot_block_len,ci_type,sw_stat,sw_p,lb_stat,lb_p,bg_stat,bg_p,diag_n_lags,note
v7_theilsen,fixed,fixed,Ucraina (Feb 2022),benzina,2022-02-24,2022-02-24,fixed_at_shock,40,40,40,38,0.01194,0.03809,38.9,12.4,69.2,-0.000216,0.18331,-0.00053,0.000225,0.0719,2000,14.22,7,block_bootstrap_95pct,0.9467,0.0583,63.431,0.0,26.563,0.0031,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Ucraina (Feb 2022),gasolio,2022-02-24,2022-02-24,fixed_at_shock,40,40,40,38,0.014676,-0.02525,-76.1,-151.1,8.9,0.00064,0.16629,0.000215,0.001015,0.2295,2000,40.4,7,block_bootstrap_95pct,0.9555,0.1175,37.188,0.0001,23.938,0.0078,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Iran-Israele (Giu 2025),benzina,2025-06-13,2025-06-13,fixed_at_shock,40,40,40,40,0.00984,0.01528,22.3,-8.3,57.9,0.000212,0.23928,-0.000137,0.000486,0.0868,2000,16.73,7,block_bootstrap_95pct,0.9379,0.0293,86.943,0.0,31.809,0.0004,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Iran-Israele (Giu 2025),gasolio,2025-06-13,2025-06-13,fixed_at_shock,40,40,40,40,0.014661,0.02638,100.2,40.3,166.5,-0.000941,0.20831,-0.001182,-0.000606,0.5234,2000,32.26,7,block_bootstrap_95pct,0.9723,0.4241,41.808,0.0,18.878,0.0418,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Hormuz (Feb 2026),benzina,2026-02-28,2026-02-28,fixed_at_shock,40,40,40,32,0.008237,-0.00555,-5.7,-18.7,5.9,-0.000249,0.27323,-0.000463,1.2e-05,0.1843,2000,6.23,7,block_bootstrap_95pct,0.9471,0.0605,22.09,0.0147,17.224,0.0696,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
v7_theilsen,fixed,fixed,Hormuz (Feb 2026),gasolio,2026-02-28,2026-02-28,fixed_at_shock,40,40,40,32,0.014983,-0.04956,-126.1,-185.9,-67.0,-3.7e-05,0.22303,-0.00045,0.000445,0.0023,2000,29.66,7,block_bootstrap_95pct,0.9598,0.1647,38.0,0.0,25.703,0.0042,10,"Theil-Sen non-parametrico + block bootstrap circolare, mode=fixed, B=2000, L=7"
